pid,name
nm0565133,Francis X. McCarthy
nm0410347,Bill Irwin
nm0004266,Anne Hathaway
nm0095960,Andrew Borba
nm0004747,Wes Bentley
nm0001137,William Devane
nm0000323,Michael Caine
nm1408543,David Gyasi
nm1577637,Josh Stewart
nm0000729,Casey Affleck
nm1489668,Leah Cairns
nm1567113,Jessica Chastain
nm5291430,William Dickinson
nm0333410,Topher Grace
nm0000354,Matt Damon
nm6898446,Flora Nolan
nm6898447,Griffen Fraser
nm0378363,Jeff Hephner
nm1285387,Lena Georgas
nm1175468,Elyes Gabel
nm0807548,Brooke Smith
nm0270383,Russ Fega
nm0000108,Luc Besson
nm0000108,Luc Besson
nm0000606,Jean Reno
nm0000198,Gary Oldman
nm0000204,Natalie Portman
nm0000732,Danny Aiello
nm0032216,Peter Appel
nm0089112,Willi One Blood
nm0187199,Don Creech
nm0321798,Keith A. Glascoe
nm0779685,Randolph Scott
nm0045937,Michael Badalucco
nm0338746,Ellen Greene
nm0716408,Elizabeth Regen
nm0560593,Carl J. Matusovich
nm0784262,Frank Senger
nm1707797,Lucius Wyatt Cherokee
nm0149987,Eric Challier
nm0076306,Luc Bernard
nm0494069,Maïwenn
nm0449086,Jessie Keosian
nm0552327,George Martin
nm0788773,Abdul Hassan Sharif
nm0748785,Stuart Rudin
nm0110398,Kent Broadhurst
nm0391218,Tommy Hollis
nm0511052,Peter Linari
nm0510796,Johnny Limo
nm0670787,Danny Peled
nm0908203,Seth Jerome Walker
nm0612750,Michael Mundra
nm0223418,Alex Dezen
nm0587960,Betty Miller
nm0060799,Geoffrey Bateman
nm0423208,Arsène Jiroyan
nm0900408,Peter Vizard
nm0539376,Joseph Malerba
nm0124887,David W. Butler
nm0489436,Robert LaSardo
nm0327350,Steve Gonnelo
nm0830140,William James Stiggers Jr.
nm0706520,Anthony Ragland
nm0086521,Crystal Michelle Blake
nm0957273,Sonny Zito
nm0379696,Rocky Hernandez
nm0669132,Randy Pearlstein
nm0906894,Trevor Walace
nm0120165,Keith S. Bullock
nm0564315,Jeff McBride
nm0278908,Fred Fischer
nm0433214,Peter Justinius
nm0069171,Denis Bellocq
nm0216708,Thomas Delehanty
nm0893281,Ed Ventresca
nm0939387,Wallace Wong
nm0938976,Cary Wong
nm0738505,Amimul Rolly
nm0711151,Mohammed Rashid
nm0123951,Adam Busch
nm0865356,Mario Todisco
nm0577820,James Melissinos
nm0122073,Jernard Burks
nm0210187,Matt De Matt
nm0618651,Samy Naceri
nm0310336,Christophe Gautier
nm0021841,Junior Almeida
nm0339568,David Gregg
nm0598969,Michel Montanary
nm0404071,Hervé Husson
nm0499519,Didier Legros
nm0029272,Marc Andréoni
nm0458521,Gilles Kleber
nm0506122,Junior John Levis
nm0767029,Tony Sauraye
nm0561190,Thierry Maurio
nm0265287,James Fahrner
nm0770943,Daniel Schenmetzler
nm0001741,Bryan Singer
nm0003160,Christopher McQuarrie
nm0000286,Stephen Baldwin
nm0000321,Gabriel Byrne
nm0001125,Benicio Del Toro
nm0001629,Kevin Pollak
nm0000228,Kevin Spacey
nm0001590,Chazz Palminteri
nm0000592,Pete Postlethwaite
nm0000751,Suzy Amis
nm0002064,Giancarlo Esposito
nm0000445,Dan Hedaya
nm0000860,Paul Bartel
nm0107808,Carl Bressler
nm0800339,Phillipe Simon
nm0790436,Jack Shearer
nm0261452,Christine Estabrook
nm0163988,Clark Gregg
nm0402974,Morgan Hunter
nm0198470,Ken Daly
nm0167342,Michelle Clunie
nm0518385,Louis Lombardi
nm0535084,Frank Medrano
nm0003003,Ron Gilbert
nm0195101,Vito D'Ambrosio
nm0529330,Gene Lythgow
nm0255470,Bob Elmore
nm0694656,David Powledge
nm0672120,Bob Pennetta
nm0060855,Billy Bates
nm0361373,Smadar Hanson
nm0346003,Castulo Guerra
nm0733621,Peter Rocca
nm0930095,Bert Williams
nm0462030,Masaki Kobayashi
nm0847668,Yasuhiko Takiguchi
nm0368074,Shinobu Hashimoto
nm0619938,Tatsuya Nakadai
nm0410968,Akira Ishihama
nm0412615,Shima Iwashita
nm0848533,Tetsurô Tanba
nm0592756,Masao Mishima
nm0368049,Ichirô Nakatani
nm0766225,Kei Satô
nm0408343,Yoshio Inaba
nm0407030,Hisashi Igawa
nm1372205,Tôru Takeuchi
nm0031837,Yoshirô Aoki
nm0559581,Tatsuo Matsumura
nm0461983,Akiji Kobayashi
nm1082958,Kôichi Hayashi
nm0327104,Ryûtarô Gomi
nm0044469,Jô Azumi
nm0866736,Nakajirô Tomita
nm0024197,Shichisaburô Amatsu
nm1759642,Kenzô Tanaka
nm1759352,Shin Nakahara
nm4085496,Tsuneo Ikeda
nm4084736,Minoru Miyagi
nm4084855,Takaaki Kadota
nm0950811,Ichirô Yûki
nm4084853,Gen Takasugi
nm0632659,Satoshi Nishida
nm4084714,Tetsurô Komiyama
nm4084753,Shûichirô Narita
nm4084532,Noboru Kasuga
nm1715018,Kenji Hayashi
nm0370655,Shôtarô Hayashi
nm1759123,Shimezô Kataoka
nm4086049,Fumiya Ozawa
nm4086084,Kônosuke Takemoto
nm0586733,Rentarô Mikuni
nm0021249,Roger Allers
nm0591450,Rob Minkoff
nm0575293,Irene Mecchi
nm0731271,Jonathan Roberts
nm0941314,Linda Woolverton
nm0560329,Burny Mattinson
nm0424556,Barry Johnson
nm0177170,Lorna Cook
nm0258059,Thom Enriquez
nm0309128,Andy Gaskill
nm0873779,Gary Trousdale
nm0135296,Jim Capobianco
nm0363125,Kevin Harkey
nm0460146,Jorgen Klubien
nm0761498,Chris Sanders
nm0004552,Tom Sito
nm0500858,Larry Leker
nm0710020,Joe Ranft
nm0538588,Rick Maki
nm0326814,Ed Gombert
nm0322368,Francis Glebas
nm0442483,Mark Kausler
nm0020599,J.T. Allen
nm0780117,George Scribner
nm0854185,Miguel Tejada-Flores
nm0873092,Jenny Tripp
nm0879318,Bob Tzudiker
nm0901038,Christopher Vogler
nm0936374,Kirk Wise
nm0925276,Noni White
nm0152312,Brenda Chapman
nm0000100,Rowan Atkinson
nm0000111,Matthew Broderick
nm0129295,Niketa Calame-Harris
nm0191906,Jim Cummings
nm0000155,Whoopi Goldberg
nm0347039,Robert Guillaume
nm0000460,Jeremy Irons
nm0000469,James Earl Jones
nm0446702,Moira Kelly
nm0001447,Nathan Lane
nm0494922,Zoe Leader
nm0001507,Cheech Marin
nm0754676,Ernie Sabella
nm0801672,Madge Sinclair
nm0001795,Jonathan Taylor Thomas
nm0919798,Frank Welker
nm0146681,Cathy Cavadini
nm0243804,Judi M. Durand
nm0469411,Daamen J. Krall
nm0565567,David McCharen
nm0680628,Mary Linda Phillips
nm0698413,Phil Proctor
nm0709890,David Randolph
nm0443411,Tony Kaye
nm0571346,David McKenna
nm0001570,Edward Norton
nm0000411,Edward Furlong
nm0000350,Beverly D'Angelo
nm0000497,Jennifer Lien
nm0839486,Ethan Suplee
nm0000103,Fairuza Balk
nm0000984,Avery Brooks
nm0001285,Elliott Gould
nm0005078,Stacy Keach
nm0750916,William Russ
nm0868956,Guy Torry
nm0181288,Joe Cortese
nm0808633,Jason Bose Smith
nm0529014,Antonio David Lyons
nm0812550,Alex Sol
nm0539537,Keram Malicki-Sánchez
nm0004709,Giuseppe Andrews
nm6783755,Michelle Christine White
nm0288638,Jonathan Fowler Jr.
nm0557733,Christopher Masterson
nm0646335,Nicholas R. Oleson
nm0546275,Jordan Marder
nm0494432,Paul Le Mat
nm0069085,Thomas L. Bellissimo
nm0496983,Cherish Lee
nm0900572,Sam Vlahos
nm0087110,Tara Blanchard
nm0483457,Anne Lambton
nm0938392,Steve Wolford
nm0637519,Richard Noyce
nm0330115,Danso Gordon
nm0636235,Jim Norton
nm0060617,David Basulto
nm0168751,Alexis Rose Coen
nm0252923,Kiante Elam
nm2016212,Paul Hopkins
nm0644049,Keith Odett
nm0795093,Paul E. Short
nm0586070,Nigel Miguel
nm0000591,Roman Polanski
nm0367838,Ronald Harwood
nm0844262,Wladyslaw Szpilman
nm0004778,Adrien Brody
nm0288976,Emilia Fox
nm0954076,Michal Zebrowski
nm0832380,Ed Stoppard
nm0513520,Maureen Lipman
nm0277975,Frank Finlay
nm0962577,Jessica Kate Meyer
nm0713469,Julia Rayner
nm0611148,Wanja Mues
nm0725956,Richard Ridings
nm0789338,Nomi Sharron
nm0590372,Anthony Milner
nm0803944,Lucy Skeaping
nm1281253,Roddy Skeaping
nm1279616,Ben Harlan
nm0492458,Thomas Lawinky
nm0039784,Joachim Paul Assböck
nm0806942,Roy Smiles
nm0103367,Paul Bradley
nm0130736,Daniel Caltagirone
nm0089782,Andrzej Blumenfeld
nm1281665,Darian Wawer
nm0952498,Zbigniew Zamachowski
nm1279327,Lejb Fogelman
nm1281870,Detlev von Wangenheim
nm0691201,Popeck
nm0194462,Zofia Czerwinska
nm1279292,Emilio Fernandez
nm0472305,Udo Kroschwald
nm0711765,Uwe Rathsam
nm0111079,Joanna Brodzik
nm0054570,Katarzyna Bargielowska
nm0652292,Maja Ostaszewska
nm0071838,John Bennett
nm0788670,Cyril Shaps
nm1056205,Wojciech Smolarz
nm0533531,Lech Mackiewicz
nm0686903,Ruth Platt
nm0477777,Frank-Michael Köbe
nm1296006,Torsten Flach
nm0710922,Peter Rappenglück
nm0895812,Ronan Vibert
nm0682117,Krzysztof Pieczynski
nm0276758,Katarzyna Figura
nm0670893,Valentine Pelka
nm0862907,Andrew Tiernan
nm0833881,Tom Strauss
nm0470981,Thomas Kretschmann
nm0467082,Cezary Kosinski
nm1290941,Grzegorz Artman
nm0062145,Adam Bauman
nm0120893,Pawel Burczyk
nm1292030,Zbigniew Dziduch
nm0246189,Marian Dziedziel
nm0291711,Nina Franoszek
nm0351319,Jerzy Góralczyk
nm1013098,John Keogh
nm0465671,Jaroslaw Kopaczewski
nm0484077,Patrick Lanagan
nm0503948,Dmitri Leshchenko
nm1363900,Dorota Liliental
nm0596071,Rafal Mohr
nm0682116,Andrzej Pieczynski
nm1364281,Morgane Polanski
nm0707637,Norbert Rakowski
nm0797120,Piotr Siejka
nm1364614,Viola Szen
nm0843955,Andrzej Szenajch
nm1295269,Tomasz Tyndyk
nm1364777,Andrzej Walden
nm1138580,Zbigniew Walerys
nm0935246,Maciej Winkler
nm0937549,Tadeusz Wojtych
nm0956190,Andrzej Zielinski
nm1364872,Maurycy Zylber
nm1364873,Xawery Zylber
nm0000116,James Cameron
nm0000116,James Cameron
nm0936537,William Wisher
nm0000216,Arnold Schwarzenegger
nm0000157,Linda Hamilton
nm0000411,Edward Furlong
nm0001598,Robert Patrick
nm0091286,Earl Boen
nm0608012,Joe Morton
nm0580924,S. Epatha Merkerson
nm0346003,Castulo Guerra
nm0177528,Danny Cooksey
nm0001280,Jenette Goldstein
nm0075359,Xander Berkeley
nm0357696,Leslie Hamilton Gearren
nm0316480,Ken Gibbel
nm0935297,Robert Winley
nm0775623,Peter Schrum
nm0928630,Shane Wilder
nm0250218,Michael Edwards
nm0522027,Jared Lounsbery
nm0154538,Casey Chavez
nm0075513,Ennalls Berl
nm0482141,Don Lake
nm0896436,Richard Vidan
nm0568033,Tom McDonald
nm0658293,Jim Palmer
nm0930663,Gerard G. Williams
nm0212575,Gwenda Deacon
nm0822739,Don Stanton
nm0822734,Dan Stanton
nm0528260,Colin Patrick Lynch
nm0262481,Noel Evangelisti
nm0185178,Nikki Cox
nm0109493,Lisa Brinegar
nm0633228,DeVaughn Nixon
nm0800830,Tony Simotes
nm0735290,Diane Rodriguez
nm0007951,Dalton Abbott
nm0950020,Ron Young
nm0113233,Charles Robert Brown
nm0252745,Abdul Salaam El Razzac
nm0615557,Mike Muscat
nm0606487,Dean Norris
nm0848596,Charles A. Tamburro
nm0429980,J. Rob Jordan
nm0263254,Terrence Evans
nm0682334,Denney Pierce
nm0492924,Mark Christopher Lawrence
nm0468034,Pat Kouri
nm0512746,Van Ling
nm0000709,Robert Zemeckis
nm0000709,Robert Zemeckis
nm0301826,Bob Gale
nm0000150,Michael J. Fox
nm0000502,Christopher Lloyd
nm0000670,Lea Thompson
nm0000417,Crispin Glover
nm0001855,Thomas F. Wilson
nm0920148,Claudia Wells
nm0566013,Marc McClure
nm0818274,Wendie Jo Sperber
nm0225191,George DiCenzo
nm0564589,Frances Lee McCain
nm0866055,James Tolkan
nm0169454,J.J. Cohen
nm0797150,Casey Siemaszko
nm0000708,Billy Zane
nm0914023,Harry Waters Jr.
nm0298412,Donald Fullilove
nm0293483,Lisa Freeman
nm0442022,Cristen Kauffman
nm0712341,Elsa Raven
nm0362835,Will Hare
nm0079199,Ivy Bethune
nm0547465,Jason Marin
nm0110198,Katherine Britton
nm0381155,Jason Hervey
nm0108315,Maia Brewton
nm0301381,Courtney Gains
nm0243734,Richard L. Duran
nm0641138,Jeff O'Haco
nm0337566,Johnny Green
nm0007984,Jamie Abbott
nm0017491,Norman Alden
nm0604968,Read Morgan
nm0662599,Sachi Parker
nm0469809,Robert Krantz
nm0727037,Gary Riley
nm0677792,Karen Petrasek
nm0002668,George 'Buck' Flower
nm0859594,Tommy Thomas
nm0949587,Granville 'Danny' Young
nm0113379,David Harold Brown
nm0865879,Lloyd L. Tolbert
nm1112865,Paul Hanson
nm0115131,Lee Brownfield
nm0216455,Robert DeLapp
nm0000122,Charles Chaplin
nm0000122,Charles Chaplin
nm0000122,Charles Chaplin
nm0002104,Paulette Goddard
nm0074788,Henry Bergman
nm0761866,Tiny Sandford
nm0174682,Chester Conklin
nm0003424,Hank Mann
nm0090008,Stanley Blystone
nm0305087,Al Ernest Garcia
nm0018685,Richard Alexander
nm0721637,Cecil Reynolds
nm0571901,Mira McKinney
nm0534259,Murdock MacQuarrie
nm0524306,Wilfred Lucas
nm1250355,Edward LeSaint
nm0538984,Fred Malatesta
nm0825624,Sammy Stein
nm0840339,Juana Sutton
nm0647013,Ted Oliver
nm0000033,Alfred Hitchcock
nm0825010,Joseph Stefano
nm0088645,Robert Bloch
nm0000578,Anthony Perkins
nm0587256,Vera Miles
nm0001260,John Gavin
nm0001463,Janet Leigh
nm0000842,Martin Balsam
nm0570615,John McIntire
nm0643000,Simon Oakland
nm0007214,Frank Albertson
nm0386877,Patricia Hitchcock
nm0853299,Vaughn Taylor
nm0878354,Lurene Tuttle
nm0026930,John Anderson
nm0590123,Mort Mills
nm0000631,Ridley Scott
nm0291905,David Franzoni
nm0291905,David Franzoni
nm0517589,John Logan
nm0629933,William Nicholson
nm0000128,Russell Crowe
nm0001618,Joaquin Phoenix
nm0001567,Connie Nielsen
nm0001657,Oliver Reed
nm0001321,Richard Harris
nm0001394,Derek Jacobi
nm0005023,Djimon Hounsou
nm0774516,David Schofield
nm0795344,John Shrapnel
nm0032962,Tomas Arana
nm0005241,Ralf Moeller
nm0004829,Spencer Treat Clark
nm0376101,David Hemmings
nm0281107,Tommy Flanagan
nm0861752,Sven-Ole Thorsen
nm0229084,Omid Djalili
nm0568988,Nicholas McGaughey
nm0445479,Chris Kell
nm0192889,Tony Curran
nm0507507,Mark Lewis
nm0703888,John Quinn
nm0706511,Alun Raglan
nm0047549,David Bailie
nm0020369,Chick Allan
nm0629466,David J. Nicholls
nm0039185,Al Ashton
nm0235654,Billy Dowd
nm0130422,Ray Calleja
nm0264857,Giannina Facio
nm0134493,Giorgio Cantarini
nm0179680,Allan Corduner
nm0577996,Michael Mellinger
nm0024535,Said Amel
nm0506314,Adam Levy
nm0318353,Gilly Gilchrist
nm0000122,Charles Chaplin
nm0000122,Charles Chaplin
nm0139714,Harry Carr
nm0188357,Harry Crocker
nm0156039,Virginia Cherrill
nm5681967,Florence Lee
nm0616729,Harry Myers
nm0305087,Al Ernest Garcia
nm0003424,Hank Mann
nm0000122,Charles Chaplin
nm0000217,Martin Scorsese
nm1184258,William Monahan
nm0538320,Alan Mak
nm0159039,Felix Chong
nm0000138,Leonardo DiCaprio
nm0000354,Matt Damon
nm0000197,Jack Nicholson
nm0000242,Mark Wahlberg
nm0000640,Martin Sheen
nm0935653,Ray Winstone
nm0267812,Vera Farmiga
nm0026364,Anthony Anderson
nm0000285,Alec Baldwin
nm0180984,Kevin Corrigan
nm0197647,James Badge Dale
nm0641244,David O'Hara
nm0001679,Mark Rolston
nm0906301,Robert Wahlberg
nm0198306,Kristen Dalton
nm2401565,Thomas B. Duffy
nm0533323,J.C. MacKenzie
nm0460168,Mary Klug
nm1864828,Peg Holzemer
nm0945502,Robert 'Toshi' Kar Yuen Chan
nm1160357,Gurdeep Singh
nm0307898,Armen Garo
nm0127362,John Cenatiempo
nm1567297,Joseph Riccobene
nm1577957,Billy Smith
nm1938820,Lyman Chen
nm1977951,Kevin P. McCarthy
nm0278853,Chris Fischer
nm0810750,Brian Smyj
nm0786381,William Severs
nm1923750,Larry Mitchell
nm2024585,Anthony Estrella
nm2201159,Andrew Breving
nm1769067,Tracey Paleo
nm0188981,Douglas Crosby
nm0528147,Dorothy Lyman
nm0624240,Audrie Neenan
nm2399733,Frank Mallicoat
nm2401336,Paula DeMers
nm1331627,Conor Donovan
nm2091605,Amanda Lynch
nm2195494,Sallie Toussaint
nm0178906,Patrick Coppola
nm0642567,Mick O'Rourke
nm0137897,Deborah Carlson
nm0778533,Nellie Sciutto
nm2051965,Peter Welch
nm0950794,Henry Yuk
nm0528273,Dennis Lynch
nm0126414,Michael Byron
nm2255655,William Lee
nm1600051,John Rue
nm1987569,Peter Crafts
nm0717518,Joseph P. Reidy
nm2403319,John Farrer
nm2400092,Paris Karounos
nm0355083,Brian Haley
nm0785352,Terry Serpico
nm0316310,Jay Giannone
nm0688911,John Polce
nm0165825,Bo Cleary
nm1503640,David Conley
nm0151142,Victor Chan
nm0113843,Jill Brown
nm0269910,Sarah Fearon
nm0447376,Tom Kemp
nm0313402,Denece Ryland
nm2067980,Zachary Pauliks
nm2398446,Daniel F. Risteen Jr.
nm2402857,Francis P. Hughes
nm0161978,Johnny Cicco
nm0446257,Chance Kelly
nm0240474,Shay Duffin
nm8560273,John McConnell
nm2403435,Kenneth Stoddard
nm2402086,Jeffrey Winter
nm2399681,Paddy Curran
nm2015337,Mark Philip Patrick
nm2225339,David Fischer
nm2411923,Walter Y.F. Wong
nm2403033,Tony M. Yee
nm1930900,Francesca Scorsese
nm2402235,Alex Morris
nm0863374,Emma Tillinger Koskoff
nm0144425,Craig Castaldo
nm0619923,Olivier Nakache
nm0865918,Éric Toledano
nm0619923,Olivier Nakache
nm4778840,Philippe Pozzo di Borgo
nm0865918,Éric Toledano
nm0167388,François Cluzet
nm1082477,Omar Sy
nm0494504,Anne Le Ny
nm1109153,Audrey Fleurot
nm1525639,Joséphine de Meaux
nm0597042,Clotilde Mollet
nm2031248,Alba Gaïa Bellugi
nm3994610,Cyril Mendy
nm5511912,Salimata Kamate
nm5511483,Absa Diatou Toure
nm0644314,Grégoire Oestermann
nm0196839,Dominique Daguier
nm0139107,François Caron
nm0024634,Christian Ameri
nm4552893,Thomas Solivérès
nm1049589,Dorothée Brière
nm0221103,Marie-Laure Descoureaux
nm2173724,Émilie Caen
nm3972364,Sylvain Lazard
nm3259962,Jean-François Cayrey
nm3977882,Ian Fenelon
nm2171162,Renaud Barse
nm2910150,François Bureloup
nm0545025,Nicky Marbot
nm1397289,Benjamin Baroche
nm1767399,Jérôme Pauwels
nm0491202,Antoine Laurent
nm2867853,Fabrice Mantegna
nm4778780,Hedi Bouchenafa
nm1855776,Caroline Bourg
nm0935435,Michel Winogradoff
nm4778836,Kévin Wamo
nm4778742,Elliot Latil
nm4778818,Alain Anthony
nm4778746,Dominique Henry
nm5458736,Le Capriccio Français
nm5511595,Philippe Le Fevre
nm3227090,Damien Chazelle
nm3227090,Damien Chazelle
nm1886602,Miles Teller
nm0799777,J.K. Simmons
nm0001663,Paul Reiser
nm2552034,Melissa Benoist
nm3271473,Austin Stowell
nm4336119,Nate Lang
nm0611889,Chris Mulkey
nm0348515,Damon Gupton
nm0819320,Suanne Spoke
nm1045739,Max Kasch
nm5826958,Charlie Ian
nm2172460,Jayson Blair
nm2492243,Kofi Siriboe
nm1276956,Kavita Patil
nm4392192,C.J. Vana
nm0523061,Tarik Lowe
nm4903282,Tyler Kimball
nm1117946,Rogelio Douglas Jr.
nm5222453,Adrian Burks
nm3556260,Calvin C. Winbush
nm6811122,Joseph Bruno
nm2159995,Michael D. Cohen
nm1147128,Jocelyn Ayanna
nm1460843,Keenan Henson
nm0396022,Janet Hoskins
nm0333318,April Grace
nm6811124,Clifton 'Fou Fou' Eddie
nm5436968,Marcus Henderson
nm2973096,Tony Baker
nm0761572,Henry G. Sanders
nm6811125,Sam Campisi
nm6811126,Jimmie Kirkpatrick
nm3288611,Keenan Allen
nm6811127,Ayinde Vaughan
nm6811128,Shai Golan
nm4367576,Yancey Wells
nm7037732,Candace Roberge
nm6811129,Krista Kilber
nm0634240,Christopher Nolan
nm0634300,Jonathan Nolan
nm0634240,Christopher Nolan
nm1793993,Christopher Priest
nm0413168,Hugh Jackman
nm0000288,Christian Bale
nm0000323,Michael Caine
nm0005305,Piper Perabo
nm0356017,Rebecca Hall
nm0424060,Scarlett Johansson
nm2195817,Samantha Mahurin
nm0000309,David Bowie
nm0785227,Andy Serkis
nm0204425,Daniel Davis
nm0682063,Jim Piddock
nm0623762,Christopher Neame
nm0752699,Mark Ryan
nm0715953,Roger Rees
nm0364807,Jamie Harris
nm0829685,Monty Stuart
nm0674052,Ron Perkins
nm0419633,Ricky Jay
nm2406674,J. Paul Moore
nm1556364,Anthony De Marco
nm0156874,Chao Li Chi
nm2406678,Gregory Humphreys
nm0190537,John B. Crye
nm0792003,William Morgan Sheppard
nm0398265,Sean Howse
nm0762575,Julia Sanford
nm0125653,Ezra Buzzington
nm0484140,James Lancaster
nm2297191,Olivia Merg
nm2299203,Zoe Merg
nm1233242,Johnny Liska
nm0270383,Russ Fega
nm0929558,Kevin Will
nm0382503,Edward Hibbert
nm0431930,Christopher Judges
nm0652903,James Otis
nm0579742,Sam Menning
nm0846663,Brian Tahash
nm1243778,Scott Davis
nm0936365,Jodi Bianca Wise
nm2342038,Nikki Glick
nm0718572,Enn Reitel
nm1694028,Clive Kennedy
nm1274702,Robert W. Arbogast
nm0166472,Chris Cleveland
nm0001466,Sergio Leone
nm0006872,Sergio Donati
nm0001466,Sergio Leone
nm0000783,Dario Argento
nm0000934,Bernardo Bertolucci
nm0001466,Sergio Leone
nm0001012,Claudia Cardinale
nm0000020,Henry Fonda
nm0001673,Jason Robards
nm0000314,Charles Bronson
nm0275213,Gabriele Ferzetti
nm0832375,Paolo Stoppa
nm0834754,Woody Strode
nm0001181,Jack Elam
nm0943978,Keenan Wynn
nm0938231,Frank Wolff
nm0822034,Lionel Stander
nm0847223,Isao Takahata
nm0636435,Akiyuki Nosaka
nm0847223,Isao Takahata
nm0851302,Tsutomu Tatsumi
nm0794186,Ayano Shiraishi
nm0794002,Yoshiko Shinohara
nm0945312,Akemi Yamaguchi
nm0620235,Tadashi Nakamura
nm0002031,Michael Curtiz
nm0258493,Julius J. Epstein
nm0258525,Philip G. Epstein
nm0462321,Howard Koch
nm0122417,Murray Burnett
nm0019706,Joan Alison
nm0732452,Casey Robinson
nm0000007,Humphrey Bogart
nm0000006,Ingrid Bergman
nm0002134,Paul Henreid
nm0001647,Claude Rains
nm0891998,Conrad Veidt
nm0002113,Sydney Greenstreet
nm0000048,Peter Lorre
nm0757064,S.Z. Sakall
nm0495495,Madeleine Lebeau
nm0933330,Dooley Wilson
nm0656226,Joy Page
nm0702798,John Qualen
nm0455893,Leonid Kinskey
nm0092290,Curt Bois
nm0868153,Giuseppe Tornatore
nm0868153,Giuseppe Tornatore
nm0868153,Giuseppe Tornatore
nm0660031,Vanna Paoli
nm0258268,Richard Epcar
nm0041066,Antonella Attili
nm0134073,Enzo Cannavale
nm0199774,Isa Danieli
nm0347842,Leo Gullotta
nm0502813,Marco Leonardi
nm0535991,Pupella Maggio
nm0620919,Agnese Nano
nm0872689,Leopoldo Trieste
nm0143150,Salvatore Cascio
nm0162326,Tano Cimarosa
nm0224214,Nicola Di Pinto
nm0501665,Roberta Lena
nm0856196,Nino Terzo
nm0674742,Jacques Perrin
nm0634159,Philippe Noiret
nm0481115,Nellina Laganà
nm0321291,Turi Giuffrida
nm0321274,Mariella Lo Giudice
nm0508728,Giorgio Libassi
nm0658065,Beatrice Palme
nm0660568,Ignazio Pappalardo
nm0503118,Angela Leontini
nm0585997,Mimmo Mignemi
nm0585996,Margherita Mignemi
nm0671027,Giuseppe Pellegrino
nm0453159,Turi Killer
nm0869286,Angelo Tosto
nm0097291,Concetta Borpagano
nm0145816,Franco Catalano
nm0000033,Alfred Hitchcock
nm0371088,John Michael Hayes
nm0941280,Cornell Woolrich
nm0000071,James Stewart
nm0000038,Grace Kelly
nm0179819,Wendell Corey
nm0728812,Thelma Ritter
nm0000994,Raymond Burr
nm0263393,Judith Evelyn
nm0046564,Ross Bagdasarian
nm0201045,Georgine Darcy
nm0076700,Sara Berner
nm0128326,Frank Cady
nm0269537,Jesslyn Fax
nm0363938,Rand Harper
nm0935597,Irene Winston
nm0202602,Havis Davenport
nm0680846,Todd Phillips
nm0680846,Todd Phillips
nm0798788,Scott Silver
nm0004170,Bob Kane
nm0277730,Bill Finger
nm1047603,Jerry Robinson
nm0001618,Joaquin Phoenix
nm0000134,Robert De Niro
nm5939164,Zazie Beetz
nm0175814,Frances Conroy
nm0191442,Brett Cullen
nm0924154,Shea Whigham
nm0131966,Bill Camp
nm0281909,Glenn Fleshler
nm5279916,Leigh Gill
nm0656929,Josh Pais
nm11027103,Rocco Luna
nm0549505,Marc Maron
nm0416932,Sondra James
nm0349881,Murphy Guyer
nm0388061,Douglas Hodge
nm7159554,Dante Pereira-Olson
nm10504250,Carrie Louise Putrello
nm0913531,Sharon Washington
nm2193120,Hannah Gross
nm0939703,Frank Wood
nm3109964,Brian Tyree Henry
nm0333318,April Grace
nm8122257,Mick Szal
nm6802489,Carl Lundstedt
nm0073121,Michael Benz
nm4757453,Ben Warheit
nm1654864,Gary Gulman
nm6421600,Sam Morril
nm5412083,Chris Redd
nm3917917,Mandela Bellamy
nm10953263,Demetrius Dotson II
nm0055616,Greer Barnes
nm0406320,Ray Iannicelli
nm0130437,Bryan Callen
nm0072613,Peter Benson
nm7898438,Vito Gerbino
nm10327924,Adam Quezada
nm10904409,Xavyer Ureña
nm9449041,Evan Rosado
nm10327922,Damian Emmanuel
nm6657344,Mike Troll
nm1631072,Jane Fergus
nm0316930,David Gibson
nm1179565,Tony D. Head
nm0565159,Jeff McCarthy
nm0110686,Kim Brockington
nm9969949,Troy Roberts
nm7505914,Lou Young
nm8413076,Michael-Scott Druckenmiller
nm0042355,Craig Austin
nm0127362,John Cenatiempo
nm6006902,Danny Schoch
nm2244474,Keith Buterbaugh
nm3601503,James Ciccone
nm0132803,Rich Campbell
nm0820153,Roger Squitero
nm11027105,Steven Elson
nm0531132,Graham Maby
nm11027107,John Alldred
nm6140307,Alonzo Wright
nm7493443,Jack Wilkins
nm11027108,Richard Baratta
nm0000631,Ridley Scott
nm0639321,Dan O'Bannon
nm0639321,Dan O'Bannon
nm0795953,Ronald Shusett
nm0000643,Tom Skerritt
nm0000244,Sigourney Weaver
nm0001021,Veronica Cartwright
nm0001765,Harry Dean Stanton
nm0000457,John Hurt
nm0000453,Ian Holm
nm0001433,Yaphet Kotto
nm0045993,Bolaji Badejo
nm0395600,Helen Horton
nm0000338,Francis Ford Coppola
nm0587518,John Milius
nm0000338,Francis Ford Coppola
nm0380282,Michael Herr
nm0175676,Joseph Conrad
nm0000008,Marlon Brando
nm0000640,Martin Sheen
nm0000380,Robert Duvall
nm0002078,Frederic Forrest
nm0098734,Sam Bottoms
nm0000401,Laurence Fishburne
nm0355278,Albert Hall
