pid,name
nm0000697,Billy Wilder
nm0000697,Billy Wilder
nm0151452,Raymond Chandler
nm0128906,James M. Cain
nm0534045,Fred MacMurray
nm0001766,Barbara Stanwyck
nm0000064,Edward G. Robinson
nm0356004,Porter Hall
nm0372742,Jean Heather
nm0694631,Tom Powers
nm0056477,Byron Barr
nm0301348,Richard Gaines
nm0093769,Fortunio Bonanova
nm0680139,John Philliber
nm0000697,Billy Wilder
nm0000697,Billy Wilder
nm0224634,I.A.L. Diamond
nm0000493,Jack Lemmon
nm0000511,Shirley MacLaine
nm0534045,Fred MacMurray
nm0001827,Ray Walston
nm0472816,Jack Kruschen
nm0507081,David Lewis
nm0390516,Hope Holiday
nm0790064,Joan Shawlee
nm0828653,Naomi Stevens
nm0786252,Johnny Seven
nm0417055,Joyce Jameson
nm0914018,Willard Waterman
nm0924668,David White
nm0010944,Edie Adams
nm0898288,Denis Villeneuve
nm0898288,Denis Villeneuve
nm1416431,Wajdi Mouawad
nm4034068,Valérie Beaugrand-Champagne
nm0898288,Denis Villeneuve
nm1323233,Mustafa Kamel
nm4841645,Hussein Sami
nm0320721,Rémy Girard
nm0246386,Mélissa Désormeaux-Poulin
nm0309945,Maxim Gaudette
nm0108436,Dominique Briand
nm0044073,Lubna Azabal
nm1840093,Frédéric Paquet
nm4841157,Hamed Najem
nm4655454,Ahmad Massad
nm2808008,Bader Alami
nm4841574,Majida Hussein
nm4841883,Asriah Nijres
nm0242803,John Dunn-Hill
nm4706289,Nadia Essadiqi
nm4841009,Chaouki Charbel
nm2896042,Axel Garbi
nm4841898,Amine Benzenine
nm4727287,Joyce Raie
nm4727329,Celine Soulier
nm4841984,Sumaya Al-Attia
nm4840866,Mohammad Rasheed Ajlouni
nm3443737,Nabil Koni
nm4134086,Laila Qutub
nm4840906,Raja'a Hikma
nm4840844,Rand Faris
nm4841445,Hayef Majeed Mubarak
nm4841994,Sulwan Daoud
nm4841140,Nafeh Niam
nm4841529,Widad Shafago
nm4841061,Baker Kabbani
nm4841972,Basel Karim Hazem
nm0768113,Jackie Sawiris
nm4841710,Noura Waleed
nm4841838,Kamal Fanni
nm4840989,Abdallah Hweidi
nm4841452,Firas Fanni
nm4841092,Ramzi Fanni
nm4841423,Fadel Abdel Latif
nm4510780,Ali Hussein
nm4841215,Zeinab Mohammad
nm4840876,Rehab Hazim
nm4841294,Baraka Rahmani
nm4841897,Yada Mahmoud
nm4841940,Hadeel Hisham
nm4841723,Hind Kamel
nm4841953,Rasmeyeh Leftey
nm2321328,Lara Atalla
nm4841357,Sajida Hussein
nm3805056,Raya Qaraein
nm4192827,Ahmad Srour
nm4629973,Ali Elayan
nm2480729,Anton Atalla
nm2429254,Karim Shiyab
nm4841142,Kamal Al Muhaisen
nm4841432,Marwan Dudin
nm4841753,Maria Mohammedi
nm4840921,Zalfa Chelhot
nm4841935,Michael Zananiri
nm4842073,Shadi Bishara Jou'aneh
nm0041513,Robert Auclair
nm1355611,Belkacem Lahbairi
nm0768019,Nabil Sawalha
nm2542716,Camille Rizkallah
nm4841376,Abdelghani Ben Rafalia
nm3052007,Abdelghafour Elaaziz
nm0067521,Baya Belal
nm2620776,Georges Khayat
nm0022872,Allen Altman
nm4841163,Christine Aubin Khalifah
nm4841383,Mohammad Sami
nm4841986,Sam Jamal
nm4841727,Jihad Hazem
nm4840839,Ram Qabil
nm4841571,Yousef Soufan
nm2748879,Yousef Shweihat
nm4841277,Jabar Risheq
nm1501053,Karim Babin
nm4841878,Adel Ladikani
nm2674866,Mher Karakashian
nm0538051,Mohamed Majd
nm4841549,Aladeen Tawfeek
nm0612322,Robert Mulligan
nm0497369,Harper Lee
nm0285210,Horton Foote
nm0000060,Gregory Peck
nm0576345,John Megna
nm0653942,Frank Overton
nm0614677,Rosemary Murphy
nm0925418,Ruth White
nm0676349,Brock Peters
nm0262745,Estelle Evans
nm0280707,Paul Fix
nm0668110,Collin Wilcox Paxton
nm0026841,James Anderson
nm0315933,Alice Ghostley
nm0000380,Robert Duvall
nm0934750,William Windom
nm0219825,Crahan Denton
nm0354989,Richard Hale
nm0000825,Mary Badham
nm0019221,Phillip Alford
nm0000229,Steven Spielberg
nm0090151,Jeffrey Boam
nm0000184,George Lucas
nm0583675,Menno Meyjes
nm0000184,George Lucas
nm0442241,Philip Kaufman
nm0000148,Harrison Ford
nm0000125,Sean Connery
nm0001186,Denholm Elliott
nm0233145,Alison Doody
nm0722636,John Rhys-Davies
nm0002103,Julian Glover
nm0000203,River Phoenix
nm0126250,Michael Byrne
nm0539616,Kevork Malikyan
nm0248848,Robert Eddison
nm0949985,Richard Young
nm0768488,Alexei Sayle
nm0405033,Alex Hyde-White
nm0561792,Paul Maxwell
nm0086262,Isla Blair
nm0229943,Vernon Dobtcheff
nm0362657,J.J. Hardy
nm0339562,Bradley Gregg
nm0641138,Jeff O'Haco
nm0212605,Vince Deadrick Sr.
nm0587185,Marc Miles
nm0343722,Ted Grossman
nm0386800,Tim Hiser
nm0761625,Larry Sanders
nm0587262,Will Miles
nm0614899,David Murray
nm0415355,Frederick Jaeger
nm0366617,Jerry Harte
nm0593165,Billy J. Mitchell
nm0330434,Martin Gordon
nm0402105,Paul Humpoletz
nm0104375,Tom Branch
nm0189837,Graeme Crowther
nm0361326,Luke Hanson
nm0421010,Chris Jenkinson
nm0779622,Nicola Scott
nm0791050,Louis Sheldon
nm0435875,Stefan Kalipha
nm0655217,Peter Pacey
nm0730053,Pat Roach
nm0740694,Suzanne Roquette
nm0513468,Eugene Lipinski
nm0540697,George Malpas
nm0248329,Julie Eccles
nm0021974,Nina Armstrong
nm0230032,Pete Docter
nm0677037,Bob Peterson
nm0230032,Pete Docter
nm0677037,Bob Peterson
nm0565336,Tom McCarthy
nm0677037,Bob Peterson
nm0230032,Pete Docter
nm0000799,Edward Asner
nm0001626,Christopher Plummer
nm2973712,Jordan Nagai
nm0677037,Bob Peterson
nm0005148,Delroy Lindo
nm0710019,Jerome Ranft
nm0001652,John Ratzenberger
nm0443286,David Kaye
nm3423667,Elie Docter
nm3422941,Jeremy Leary
nm0569680,Mickie McGowan
nm0542706,Danny Mann
nm0298412,Donald Fullilove
nm0363641,Jess Harnell
nm2155757,Josh Cooley
nm0230032,Pete Docter
nm0028764,Mark Andrews
nm0074036,Bob Bergen
nm0152312,Brenda Chapman
nm3419301,Emma Coats
nm0194201,John Cygan
nm0251646,Paul Eiding
nm0297306,Tony Fucile
nm0304679,Teresa Ganzel
nm0528802,Sherry Lynn
nm0628170,Laraine Newman
nm0628599,Teddy Newton
nm0682066,Jeff Pidgeon
nm1445746,Valerie LaPointe
nm0348562,Jan Rabson
nm0778890,Bob Scott
nm0000436,Curtis Hanson
nm0255278,James Ellroy
nm0001338,Brian Helgeland
nm0000436,Curtis Hanson
nm0000228,Kevin Spacey
nm0000128,Russell Crowe
nm0001602,Guy Pearce
nm0000342,James Cromwell
nm0000107,Kim Basinger
nm0000362,Danny DeVito
nm0000657,David Strathairn
nm0726492,Ron Rifkin
nm0566783,Matt McCoy
nm0002117,Paul Guilfoyle
nm0781915,Paolo Seganti
nm0335171,Elisabeth Granli
nm0853140,Sandra Taylor
nm0710292,Steve Rankin
nm0065320,Graham Beckel
nm0333689,Allan Graf
nm0159068,Precious Chong
nm0810083,Symba
nm0003928,Bob Clendenin
nm0517448,Lennie Loftin
nm0952040,Will Zahrn
nm0807291,Amber Smith
nm0761343,Darrell Sandeen
nm0913258,Michael Warwick
nm0048932,Simon Baker
nm0429240,Shawnee Free Jones
nm0108002,Matthew Allen Bretz
nm0740951,Thomas Rosales Jr.
nm0228982,Shane Dixon
nm0397917,Norman Howell
nm0482458,Brian Lally
nm0700319,Don Pulford
nm0795035,Chris Short
nm0537089,John Mahon
nm0032962,Tomas Arana
nm0565731,Michael McCleery
nm0944880,George Yager
nm0174780,Jack Conley
nm0805508,Ginger Slaughter
nm0460936,Jack Knight
nm0262910,John H. Evans
nm0937566,Gene Wolande
nm0098137,Brian Bossetta
nm0157297,Michael Chieffo
nm0212575,Gwenda Deacon
nm0448245,T.J. Kennedy
nm0626933,Ingo Neuhaus
nm0365842,Robert Harrison
nm0582773,Jim Metzler
nm0281777,Robert Barry Fleming
nm0083586,Jeremiah Birkett
nm0335637,Salim Grant
nm0913479,Karr Washington
nm0262481,Noel Evangelisti
nm0655694,Marisol Padilla Sánchez
nm0761590,Jeff Sanders
nm0483315,Steven Lambert
nm0546275,Jordan Marder
nm0924845,Gregory White
nm0107188,April Breneman
nm0941791,Lisa Worthy
nm0789198,Beverly Sharpe
nm0593240,Colin Mitchell
nm0805181,John Currie Slade
nm0000283,Brenda Bakke
nm1219774,Kevin Maloney
nm0910328,Patrice Walters
nm0459779,Rebecca Klingler
nm0741788,Irene Roseen
nm0248095,Scott Eberlein
nm0820574,David St. James
nm0627730,Bodie Newcomb
nm0042419,Jeff Austin
nm0288021,Robert Foster
nm1254035,Kevin Patrick Kelly
nm0546272,Henry Marder
nm0571198,Monty McKee
nm0583553,Henry Meyers
nm0652251,Michael Ossmann
nm0830361,Dick Stilwell
nm0859024,Jess Thomas
nm0860649,Robert Thompson
nm0939792,Jody Wood
nm0000520,Michael Mann
nm0000520,Michael Mann
nm0000199,Al Pacino
nm0000134,Robert De Niro
nm0000174,Val Kilmer
nm0000685,Jon Voight
nm0001744,Tom Sizemore
nm0893204,Diane Venora
nm0000312,Amy Brenneman
nm0000171,Ashley Judd
nm0932112,Mykelti Williamson
nm0836071,Wes Studi
nm0505971,Ted Levine
nm0371660,Dennis Haysbert
nm0001209,William Fichtner
nm0000204,Natalie Portman
nm0006888,Tom Noonan
nm0300824,Kevin Gage
nm0000279,Hank Azaria
nm0005503,Susan Traylor
nm0823940,Kim Staunton
nm0001803,Danny Trejo
nm0738433,Henry Rollins
nm0872864,Jerry Trimble
nm0274684,Martin Ferrero
nm0365244,Ricky Harris
nm0005159,Tone Loc
nm0687037,Begonya Plaza
nm0329091,Hazelle Goodman
nm0119805,Ray Buktenica
nm0005315,Jeremy Piven
nm0075359,Xander Berkeley
nm0043076,Rick Avery
nm0049822,Brad Baldridge
nm0133404,Andrew Camuccio
nm0133405,Brian Camuccio
nm0200034,Max Daniels
nm0212604,Vince Deadrick Jr.
nm0241170,Charles Duke
nm0253321,Thomas Elfmont
nm0256879,Kenny Endoso
nm0283530,Kimberly Flynn
nm0285885,Steven Ford
nm0286294,Farrah Forke
nm0295979,Hannes Fritsch
nm0336243,Amanda Graves
nm0336275,Emily Graves
nm0365153,Niki Harris
nm0367730,Ted Harvey
nm0372367,Patricia Healy
nm0379200,Paul Herman
nm0441654,Cindy Katz
nm0508742,Brian Libby
nm0532844,Bill McIntosh
nm0520901,Dan Martin
nm0555771,Rick Marzan
nm0589412,Terry Miller
nm0610451,Paul Moyer
nm0641137,Daniel O'Haco
nm0731390,Mario Roberts
nm0732994,Phillip Robinson
nm0740951,Thomas Rosales Jr.
nm0766932,Rainell Saunders
nm0814828,Kai Soremekun
nm0893911,Rey Verdugo
nm0909910,Wendy L. Walsh
nm0956531,Yvonne Zima
nm0000416,Terry Gilliam
nm0001402,Terry Jones
nm0001037,Graham Chapman
nm0000092,John Cleese
nm0001385,Eric Idle
nm0000416,Terry Gilliam
nm0001402,Terry Jones
nm0001589,Michael Palin
nm0540627,Thomas Malory
nm0001037,Graham Chapman
nm0000092,John Cleese
nm0001385,Eric Idle
nm0000416,Terry Gilliam
nm0001402,Terry Jones
nm0001589,Michael Palin
nm0095665,Connie Booth
nm0166470,Carol Cleveland
nm0409183,Neil Innes
nm0240436,Bee Duffell
nm0949707,John Young
nm0203935,Rita Davies
nm0829189,Avril Stewart
nm0455435,Sally Kinghorn
nm0959090,Mark Zycon
nm0131572,Elspeth Cameron
nm0286927,Mitsuko Forstater
nm0426183,Sandy Johnson
nm0741658,Sandy Rose
nm0820104,Romilly Squire
nm0283510,Joni Flynn
nm0907505,Alison Walker
nm0911693,Loraine Ward
nm0487114,Anna Lanski
nm0177664,Sally Coombe
nm0531961,Vivienne MacDonald
nm0225300,Yvonne Dick
nm0201349,Daphne Darling
nm0330184,Fiona Gordon
nm0334062,Gloria Graham
nm0483978,Judy Lamb
nm0810943,Tracy Sneddon
nm0853229,Sylvia Taylor
nm0689624,Joyce Pollner
nm0020818,Mary Allen
nm0001532,John McTiernan
nm0861636,Roderick Thorp
nm0835732,Jeb Stuart
nm0211823,Steven E. de Souza
nm0000246,Bruce Willis
nm0000889,Bonnie Bedelia
nm0001817,Reginald VelJohnson
nm0322339,Paul Gleason
nm0924636,De'voreaux White
nm0040472,William Atherton
nm0000952,Hart Bochner
nm0793363,James Shigeta
nm0000614,Alan Rickman
nm0324231,Alexander Godunov
nm0236525,Bruno Doyon
nm0936591,Andreas Wisniewski
nm0319739,Clarence Gilyard Jr.
nm0687270,Joey Plewa
nm0127960,Lorenzo Caccialanza
nm0094770,Gérard Bonn
nm0370729,Dennis Hayden
nm0502959,Al Leong
nm0731114,Gary Roberts
nm0119594,Hans Buhringer
nm0902455,Wilhelm von Homburg
nm0001108,Robert Davi
nm0005598,Grand L. Bush
nm0546076,Bill Marcus
nm0239958,Rick Ducommun
nm0484650,Matt Landers
nm0958105,Carmine Zozzora
nm0852311,Dustyn Taylor
nm0160690,George Christy
nm0669625,Anthony Peck
nm0048326,Cheryl Baker
nm0662568,Richard Parker
nm0882139,David Ursin
nm0870729,Mary Ellen Trainor
nm0416545,Harri James
nm0688235,Shelley Pogoda
nm0033749,Selma Archerd
nm0072054,Scot Bennett
nm0112779,Rebecca Broussard
nm0278010,Kate Finlayson
nm0383487,Shanna Higgins
nm0539639,Kym Malin
nm0296791,Taylor Fry
nm0484360,Noah Land
nm0142420,Betty Carvalho
nm0907234,Kip Waldo
nm0326276,Mark Goldstein
nm0718021,Tracy Reiner
nm0162041,Rick Cicetti
nm0503610,Fred Lerner
nm0546747,Bill Margolin
nm0421114,Bob Jennings
nm0776208,Bruce P. Schultz
nm0441665,David Katz
nm0504342,Robert Lesser
nm0356114,Stella Hall
nm0234426,Terri Lynn Doss
nm0338808,Jon E. Greene
nm0101088,P. Randall Bowers
nm0493493,Michele Laybourn
nm0000041,Akira Kurosawa
nm0015611,Ryûnosuke Akutagawa
nm0000041,Akira Kurosawa
nm0368074,Shinobu Hashimoto
nm0001536,Toshirô Mifune
nm0477553,Machiko Kyô
nm0605270,Masayuki Mori
nm0793766,Takashi Shimura
nm0156928,Minoru Chiaki
nm0879918,Kichijirô Ueda
nm0393352,Noriko Honma
nm0441961,Daisuke Katô
nm0000041,Akira Kurosawa
nm0000041,Akira Kurosawa
nm0000041,Akira Kurosawa
nm0452878,Ryûzô Kikushima
nm0001536,Toshirô Mifune
nm0619938,Tatsuya Nakadai
nm0875362,Yôko Tsukasa
nm0945222,Isuzu Yamada
nm0441961,Daisuke Katô
nm0442951,Seizaburô Kawazu
nm0793766,Takashi Shimura
nm0846187,Hiroshi Tachikawa
nm0622416,Yôsuke Natsuki
nm0867391,Eijirô Tôno
nm0297869,Kamatari Fujiwara
nm0768026,Ikio Sawamura
nm1226419,Atsushi Watanabe
nm0297843,Susumu Fujita
nm0768566,Kyû Sazanka
nm0632757,Kô Nishimura
nm0441399,Takeshi Katô
nm0368049,Ichirô Nakatani
nm0757021,Sachio Sakai
nm0849423,Akira Tani
nm1351617,Tsunagorô Rashômon
nm0875237,Yoshio Tsuchiya
nm0793643,Gen Shimizu
nm0755403,Yutaka Sada
nm0652947,Shin Ôtomo
nm0386406,Shôichi Hirose
nm0023862,Hideyo Amamoto
nm0645160,Shôji Ôki
nm0644957,Fuminori Ôhashi
nm1352342,Hiroshi Yoseyama
nm0648494,Senkichi Ômura
nm0393352,Noriko Honma
nm1351370,Ryusuke Nishio
nm0476196,Naoya Kusakawa
nm0456409,Nadao Kirino
nm0652944,Jun Ôtomo
nm0847082,Shinpei Takagi
nm0476200,Akio Kusama
nm0644579,Yasuzô Ogawa
nm0847052,Hiroshi Takagi
nm0611448,Jun'ichirô Mukai
nm1350777,Fumiyoshi Kamagaya
nm0157119,Ichirô Chiba
nm0757071,Haruya Sakamoto
nm0644530,Rinsaku Ogata
nm1350851,Fumio Kogushi
nm1352071,Yoko Terui
nm0591136,Hiromi Mineoka
nm1296809,Michiko Kawa
nm0634240,Christopher Nolan
nm0004170,Bob Kane
nm0333060,David S. Goyer
nm0634240,Christopher Nolan
nm0333060,David S. Goyer
nm0000288,Christian Bale
nm0000323,Michael Caine
nm0000553,Liam Neeson
nm0005017,Katie Holmes
nm0000198,Gary Oldman
nm0614165,Cillian Murphy
nm0929489,Tom Wilkinson
nm0000442,Rutger Hauer
nm0913822,Ken Watanabe
nm0095478,Mark Boone Junior
nm0730070,Linus Roache
nm0000151,Morgan Freeman
nm0390227,Larry Holden
nm0614283,Gerard Murphy
nm0568801,Colin McFarlane
nm0829815,Sara Stewart
nm1600560,Gus Lewis
nm0104114,Richard Brake
nm0784884,Rade Serbedzija
nm1439087,Emma Lockhart
nm0010837,Christine Adams
nm0692058,Catherine Porter
nm0634297,John Nolan
nm1314042,Karen David
nm1546067,Jonathan D. Ellis
nm1268748,Tamer Hassan
nm1126528,Ronan Leahy
nm0939379,Vincent Wong
nm0943179,Tom Wu
nm1944685,Mark Chiu
nm0876891,Turbo Kong
nm0950954,Sai-Kit Yung
nm1758763,Chike Chan
nm1940626,Tenzin Clive Ball
nm1941353,Tenzin Gyurme
nm1322496,Jamie Hayden
nm0614903,David Murray
nm0443642,John Kazek
nm0446302,Darragh Kelly
nm1940923,Patrick Nolan
nm0753229,Joseph Rye
nm1943055,Kwaku Ankomah
nm1080139,Jo Martin
nm0249876,Charles Edwards
nm0751301,Lucy Russell
nm0214345,Timothy Deenihan
nm1525717,David Bedella
nm1287918,Flavia Masetto
nm1936389,Emily Steven-Daly
nm0568211,Martin McDougall
nm0546664,Noah Lee Margetts
nm0360086,Joe Hanley
nm1221808,Karl Shiels
nm0341747,Roger Griffiths
nm0910373,Stephen Walters
nm0481924,Richard Laing
nm0588932,Matt Miller
nm0178335,Risteard Cooper
nm0727300,Shane Rimmer
nm0857458,Jeremy Theobald
nm0060406,Alexandra Bastedo
nm1938142,Soo Hee Ding
nm0394625,Conn Horgan
nm0192798,Phill Curr
nm0322416,Jack Gleeson
nm1722096,John Judd
nm1115579,Sarah Wateridge
nm0469818,Charlie Kranz
nm0573084,Terry McMahon
nm0949368,Cedric Young
nm1173643,Tim Booth
nm0076162,Tom Nolan
nm1635256,Leon Delroy Williams
nm0950619,Roger Yuan
nm0765119,Joe Sargent
nm1943374,Mel Taylor
nm1004333,Ilyssa Fradin
nm0687091,Andrew Pleavin
nm2706939,Jeff Christian
nm0121736,John Burke
nm0072806,Earlene Bentley
nm1315252,Alex Moggridge
nm1939079,Jay Buozzi
nm1945488,Jordan Shaw
nm1456658,Omar Mostafa
nm1940175,Patrick Pond
nm1942705,Poppy Tierney
nm0132823,Rory Campbell
nm1944590,Fabio Cardascia
nm1872855,Spencer Wilding
nm1183986,Mark Rhino Smith
nm0094416,Khan Bonfils
nm0499270,Dave Legeno
nm1546071,Ruben Halse
nm1942217,Rodney Ryan
nm1941237,Dominic Burgess
nm0131689,Nadia Cameron-Blakey
nm1060580,Mark Straker
nm1421522,T.J. Ramini
nm0403470,Kieran Hurley
nm1572060,Emmanuel Idowu
nm0849646,Jeff Tanner
nm0459552,Elem Klimov
nm0010696,Ales Adamovich
nm0010696,Ales Adamovich
nm0459552,Elem Klimov
nm0470385,Aleksey Kravchenko
nm0592500,Olga Mironova
nm0490708,Liubomiras Laucevicius
nm0046575,Vladas Bagdonas
nm2496074,Jüri Lumiste
nm0520660,Viktors Lorencs
nm0704859,Kazimir Rabetsky
nm0854367,Evgeniy Tilicheev
nm0073415,Aleksandr Berda
nm0892736,G. Velts
nm0890575,V. Vasilyev
nm1693714,Igor Gnevashev
nm0231698,Vasiliy Domrachyov
nm1222100,G. Yelkin
nm0473087,Evgeniy Kryzhanovskiy
nm1221166,N. Lisichenok
nm0541326,Viktor Manaev
nm0560667,Takhir Matyullin
nm0580957,Pyotr Merkurev
nm0592737,Valentin Mishatkin
nm1221289,Gennadiy Matytsky
nm0689936,Yevgeniya Polyakova
nm0805909,Anatoly Slivnikov
nm0834860,Georgiy Strokov
nm0792879,Tatyana Shestakova
nm1461047,Oleg Shapko
nm0268380,Peter Farrelly
nm0885014,Nick Vallelonga
nm0192942,Brian Hayes Currie
nm0268380,Peter Farrelly
nm0001557,Viggo Mortensen
nm0991810,Mahershala Ali
nm0004802,Linda Cardellini
nm1724319,Sebastian Maniscalco
nm1221253,Dimiter D. Marinov
nm2273391,Mike Hatton
nm0126260,P.J. Byrne
nm0181288,Joe Cortese
nm8337482,Maggie Nixon
nm4439921,Von Lewis
nm9918154,Jon Sortland
nm0823155,Don Stark
nm0542134,Anthony Mangano
nm0806002,Paul Sloan
nm0240606,Quinn Duffy
nm9682528,Seth Hurwitz
nm9691833,Hudson Galloway
nm8941213,Gavin Lyle Foley
nm10263074,Rodolfo Vallelonga
nm9614140,Louis Venere
nm0885013,Frank Vallelonga
nm5814494,Don DiPetta
nm2180059,Jenna Laurenzo
nm2612326,Suehyla El-Attar
nm5199565,Kenneth Israel
nm10263075,Derrick Spears
nm0930971,Johnny Williams
nm5381015,Randal Gonzalez
nm0857290,Iqbal Theba
nm3163713,Sharon Landry
nm0885014,Nick Vallelonga
nm2859756,David An
nm0148808,Mike Cerrone
nm0299969,Peter Gabb
nm10263076,Gertrud Sigle
nm1046808,Geraldine Singer
nm0280850,Ron Flagge
nm5243717,Martin Bats Bradford
nm1126197,Ted Huckabee
nm2505507,Gralen Bryant Banks
nm4896770,Sam Malone
nm10263077,Floyd Miles
nm0436064,David Kallaway
nm6651234,James W. Evermore
nm6464948,Harrison Stone
nm3239993,Ricky Muse
nm0899487,Tom Virtue
nm2459782,Christina Simpkins
nm3766320,Kermit Burns III
nm2123952,Lindsay Brice
nm1018678,Shane Partlow
nm0338715,Daniel Greene
nm3309592,Brian Distance
nm1538838,Craig DiFrancia
nm1667150,Dennis W. Hall
nm4747279,Leslie Castay
nm4406222,David Simpson
nm1145617,Jim Klock
nm7542469,Billy Breed
nm1694797,Dane Rhodes
nm0826745,Brian Stepanek
nm2788999,Jon Michael Davis
nm4075469,Montrel Miller
nm2816158,Ninja N. Devoe
nm0192942,Brian Hayes Currie
nm0006498,Majid Majidi
nm0006498,Majid Majidi
nm0619870,Mohammad Amir Naji
nm0268488,Amir Farrokh Hashemian
nm0781245,Bahare Seddiqi
nm0415412,Nafise Jafar-Mohammadi
nm0764710,Fereshte Sarabandi
nm0592395,Kamal Mirkarimi
nm0706325,Behzad Rafi
nm0596335,Dariush Mokhtari
nm0396139,Mohammad-Hasan Hosseinian
nm0197421,Masume Dair
nm0678956,Kambiz Peykarnegar
nm0740224,Hasan Roohparvari
nm0740283,Abbas-Ali Roomandi
nm0786764,Jafar Seyfollahi
nm0539337,Qolamreza Maleki
nm0592605,Zahra Mirzai
nm0952516,Sara Zamani
nm0354430,Mohammad Haj-Hosseini
nm0039705,Kazem Asqarpoor
nm0787553,Mohammad-Hossein Shahidi
nm0396137,Seyd-Ali Hosseini
nm0758316,Haj-Ali Salimi
nm0596325,Ahmad Pourmokhber
nm0850451,Golnaz Tariqat
nm0755798,Mash-Ebrahim Safari
nm0787901,Davud Shams
nm0634136,Azade Qale Noi
nm0755803,Faramarz Safarizadeh
nm0013839,Hossein Ahamdloo
nm0354428,Siamak Haj-Amini
nm0354429,Soheil Haj-Amini
nm0451423,Rahman Kharazchi
nm0951113,Jamshid Yusefi
nm0443646,Javad Kazemi
nm0652028,Mohammad Oskooi
nm0214959,Reza Dehghan
nm0149623,Ali Chaharian
nm0443645,Amir-Ali Kazemi
nm0275515,Navid Feyzabadi
nm0951728,Pasha Shoja Zadeh
nm0624915,Moshen Qadiri Nejad
nm0851595,Amir Hossein Tavakkoli
nm0539334,Hadi Maleki
nm0607743,Mohammad Hossein Mortavazi
nm0019616,Seyed Karym Alikhani
nm0386570,Oliver Hirschbiegel
nm0251536,Bernd Eichinger
nm0275264,Joachim Fest
nm0432622,Traudl Junge
nm0612199,Melissa Müller
nm0004486,Bruno Ganz
nm0487884,Alexandra Maria Lara
nm0362896,Corinna Harfouch
nm0559890,Ulrich Matthes
nm0477810,Juliane Köhler
nm0272224,Heino Ferch
nm0075321,Christian Berkel
nm0352278,Matthias Habich
nm0470981,Thomas Kretschmann
nm0579159,Michael Mendl
nm0377333,André Hennicke
nm0633947,Ulrich Noethen
nm0591352,Birgit Minichmayr
nm0437708,Rolf Kanies
nm0230649,Justus von Dohnányi
nm0542721,Dieter Mann
nm0714943,Christian Redl
nm0653248,Götz Otto
nm0510832,Thomas Limpinsel
nm0857998,Thomas Thieme
nm0374901,Alexander Held
nm1702520,Donevan Gunia
nm0714958,Bettina Redlich
nm0773340,Heinrich Schmieder
nm0856917,Anna Thalbach
nm0391105,Dietrich Hollinderbäumer
nm0472701,Ulrike Krumbiegel
nm0469843,Karl Kranzkowski
nm1483293,Thorsten Krohn
nm0867341,Jürgen Tonkel
nm0834479,Devid Striesow
nm0123974,Fabian Busch
nm0388522,Christian Hoening
nm0805307,Aleksandr Slastin
nm1321119,Alina Sokar
nm1748617,Amelie Menges
nm1751502,Charlotte Stoiber
nm1750672,Gregory Borlein
nm0061868,Julia Bauer
nm1748304,Laura Borlein
nm1886946,Andrey Blagoslovenski
nm0096011,Dirk Borchardt
nm1799184,Elizaveta Boyarskaya
nm0104710,Michael Brandner
nm1702345,I. Bubenchikov
nm1885515,Leopold von Buttlar
nm1320617,Martin Butzke
nm1455618,Dmitriy Bykovskiy-Romashov
nm1703025,Sergey Evseev
nm0323526,Mathias Gnädinger
nm0333512,Bohdan Graczyk
nm1881003,Sergei Halturin
nm0373078,Norbert Heckner
nm0381556,Enno Hesse
nm0407894,Evgeniy Ilovayskiy
nm0421799,Julia Jentsch
nm1885997,Oleg Khoroshilov
nm0454235,Michael Kind
nm0902552,Elisabeth von Koch
nm1885569,Tara Marie Linke
nm1106994,Michael Lippold
nm0525546,Konstantin Lukashov
nm1280417,Stefan Mehren
nm1887961,Ilya Mozgovoy
nm1883634,Silke Nikowski
nm1885748,Alexei Oleinikov
nm1884231,Oleg Piminov
nm1882245,Katerina Poladjan
nm8556335,Oleg Popov
nm1416667,Silke Popp
nm1399987,Vasiliy Reutov
nm0739000,Igor Romanov
nm1091178,Tanja Schleiff
nm0772872,Christian Schmidt
nm0773590,August Schmölzer
nm0775052,Jurij Schrader
nm1884193,Boris Schwarzmann
nm4672995,Mariya Semyonova
nm0785104,Igor Sergeev
nm1885745,Valeri Slavinski
nm1885280,Valeriy Solomakhin
nm0825758,Hans H. Steinberg
nm0826169,Klaus-Jürgen Steinmann
nm0834640,Oliver Stritzel
nm0836748,Veit Stübner
nm0874485,Mikhail Tryasorukov
nm1824753,Vsevolod Tsurilo
nm0937828,Klaus B. Wolf
nm1886651,Elena Dreyden
nm0955904,Tatyana Zhuravlyova
nm4536117,Aleksandr Styopin
nm0000142,Clint Eastwood
nm0672459,David Webb Peoples
nm0000142,Clint Eastwood
nm0000432,Gene Hackman
nm0000151,Morgan Freeman
nm0001321,Richard Harris
nm0941316,Jaimz Woolvett
nm0007210,Saul Rubinek
nm0004920,Frances Fisher
nm0505764,Anna Thomson
nm0610820,David Mucci
nm0132808,Rob Campbell
nm0416279,Anthony James
nm0292819,Tara Frederick
nm0254379,Beverley Elliott
nm0720082,Liisa Repo-Martell
nm0808844,Josie Smith
nm0576721,Shane Meier
nm0505178,Aline Levasseur
nm0136472,Cherrilene Cardinal
nm0465583,Robert Koons
nm0925406,Ron White
nm0590875,Mina E. Mina
nm0465697,Henry Kope
