mid,gid
tt0040746,17
tt0040746,24
tt0107207,4
tt0107207,8
tt0140352,4
tt0140352,8
tt0140352,24
tt1139797,8
tt1139797,14
tt1139797,20
tt0106469,6
tt0106469,8
tt0032976,8
tt0032976,17
tt0032976,20
tt0032976,24
tt2338151,5
tt2338151,8
tt2338151,10
tt0022100,6
tt0022100,17
tt0022100,24
tt0117666,8
tt2358891,8
tt0086979,6
tt0086979,8
tt0086979,24
tt6543652,8
tt6543652,13
tt6543652,15
tt6543652,20
tt0119167,6
tt0119167,8
tt0119167,24
tt0107943,8
tt0107943,20
tt0056801,8
tt0070511,4
tt0070511,6
tt0070511,8
tt0092067,3
tt0092067,2
tt0092067,8
tt0092067,9
tt0092067,10
tt0092067,21
tt0079522,5
tt0079522,8
tt0079522,20
tt0058385,8
tt0058385,9
tt0058385,16
tt0058385,20
tt0085794,5
tt0085794,6
tt0085794,8
tt0085794,24
tt3612616,8
tt0249462,8
tt0249462,15
tt0112864,1
tt0112864,2
tt0112864,24
tt1527788,1
tt1527788,8
tt1527788,24
tt0094336,5
tt0094336,8
tt0075029,26
tt0097814,3
tt0097814,2
tt0097814,8
tt0097814,9
tt0097814,10
tt0047437,5
tt0047437,8
tt0047437,20
tt0051201,6
tt0051201,8
tt0051201,17
tt0051201,24
tt0036775,6
tt0036775,8
tt0036775,11
tt0036775,17
tt0036775,24
tt0395169,4
tt0395169,8
tt0395169,13
tt0395169,25
tt0074896,4
tt0074896,8
tt0074896,13
tt0074896,25
tt0084726,1
tt0084726,2
tt0084726,21
tt0042192,8
tt3544112,5
tt3544112,8
tt3544112,15
tt3544112,20
tt0373074,1
tt0373074,5
tt0373074,10
tt0824747,4
tt0824747,6
tt0824747,8
tt0824747,13
tt0824747,17
tt0824747,24
tt0817177,5
tt0817177,8
tt0817177,20
tt0128445,5
tt0128445,8
tt0060827,8
tt0060827,24
tt2013293,3
tt2013293,4
tt2013293,8
tt2013293,13
tt2013293,20
tt2013293,25
tt0109424,5
tt0109424,6
tt0109424,8
tt0109424,17
tt0109424,20
tt0063350,14
tt0094947,8
tt0094947,20
tt0041959,11
tt0041959,17
tt0041959,24
tt0061512,6
tt0061512,8
tt0399295,1
tt0399295,6
tt0399295,8
tt2582496,5
tt2582496,8
tt0065207,1
tt0065207,2
tt0065207,25
tt0315733,6
tt0315733,8
tt0315733,24
tt0147612,5
tt0147612,8
tt0088680,5
tt0088680,6
tt0088680,8
tt0088680,24
tt0277027,8
tt0042876,6
tt0042876,8
tt0042876,17
tt0070034,1
tt0070034,6
tt0070034,8
tt0070034,24
tt1646971,3
tt1646971,1
tt1646971,2
tt1646971,9
tt1646971,10
tt0093389,4
tt0093389,8
tt0093389,13
tt0097937,4
tt0097937,8
tt0077405,8
tt0077405,20
tt0129167,3
tt0129167,1
tt0129167,2
tt0129167,5
tt0129167,8
tt0129167,9
tt0129167,21
tt0104348,6
tt0104348,8
tt0104348,17
tt2631186,1
tt2631186,8
tt0079417,8
tt0352248,4
tt0352248,8
tt0352248,13
tt0352248,20
tt0352248,22
tt0060176,8
tt0060176,17
tt0060176,24
tt0425210,6
tt0425210,8
tt0425210,17
tt0425210,24
tt1306980,5
tt1306980,8
tt1306980,20
tt0095647,6
tt0095647,8
tt0095647,13
tt0095647,17
tt0095647,24
tt0081283,8
tt0068327,8
tt0068327,16
tt0040522,8
tt0053472,6
tt0053472,8
tt0056217,8
tt0056217,26
tt0079588,2
tt0079588,5
tt0079588,9
tt0079588,16
tt0109445,5
tt0066999,1
tt0066999,6
tt0066999,24
tt0093191,8
tt0093191,10
tt0093191,20
tt0074119,4
tt0074119,8
tt0074119,13
tt0074119,24
tt0299977,1
tt0299977,2
tt0299977,13
tt0107653,5
tt0107653,8
tt0053221,1
tt0053221,8
tt0053221,26
tt0168629,6
tt0168629,8
tt0168629,16
tt0092991,5
tt0092991,14
tt0053779,5
tt0053779,8
tt0077402,14
tt0077402,24
tt0104797,4
tt0104797,8
tt0104797,13
tt0104797,20
tt0061811,6
tt0061811,8
tt0061811,17
tt0061811,24
tt0027977,5
tt0027977,8
tt0027977,9
tt0027977,20
tt0066763,8
tt0066763,16
tt0100150,6
tt0100150,8
tt0100150,24
tt1190539,1
tt1190539,6
tt1190539,24
tt0451094,6
tt0451094,8
tt0451094,24
tt0166896,4
tt0166896,8
tt0851578,3
tt0851578,8
tt0851578,10
tt0851578,17
tt0851578,21
tt0851578,24
tt0498380,1
tt0498380,2
tt0498380,8
tt0498380,13
tt0498380,25
tt0350258,4
tt0350258,8
tt0350258,15
tt0308644,4
tt0308644,8
tt0308644,9
tt0060107,4
tt0060107,8
tt0060107,13
tt4901306,5
tt4901306,8
tt0032553,5
tt0032553,8
tt0032553,25
tt0427944,5
tt0427944,8
tt0072443,4
tt0072443,8
tt0455590,4
tt0455590,8
tt0455590,13
tt0455590,24
tt0048028,8
tt2370248,8
tt0013442,10
tt0013442,14
tt0113824,3
tt0113824,8
tt0113824,9
tt0113824,15
tt0113824,20
tt0056687,8
tt0056687,14
tt0056687,24
tt0450188,4
tt0450188,8
tt0450188,15
tt0450188,20
tt1360860,8
tt1360860,17
tt1360860,24
tt6316138,4
tt6316138,8
tt6316138,13
tt6316138,25
tt1865505,3
tt1865505,2
tt1865505,8
tt1865505,9
tt1865505,10
tt0073582,14
tt0073582,17
tt0073582,24
tt0109707,4
tt0109707,5
tt0109707,8
tt3262342,3
tt3262342,4
tt3262342,6
tt3262342,8
tt3262342,9
tt3262342,17
tt4430212,6
tt4430212,8
tt4430212,17
tt4430212,24
tt0093748,5
tt0093748,8
tt4226388,6
tt4226388,8
tt4226388,20
tt4226388,24
tt0053459,8
tt0053459,14
tt0040506,1
tt0040506,6
tt0040506,8
tt0040506,11
tt0040506,24
tt2395469,8
tt2395469,16
tt1568921,3
tt1568921,2
tt1568921,9
tt1568921,10
tt0044079,6
tt0044079,11
tt0044079,24
tt3390572,1
tt3390572,6
tt3390572,8
tt3390572,24
tt0084503,3
tt0084503,8
tt0084503,10
tt0084503,15
tt0084503,16
tt0978762,3
tt0978762,5
tt0978762,8
tt0978762,9
tt0101410,5
tt0101410,8
tt0101410,24
tt5168192,8
tt0083922,8
tt1602620,8
tt1602620,20
tt0067185,5
tt0067185,8
tt0067185,20
tt0048424,6
tt0048424,8
tt0048424,11
tt0048424,24
tt0057565,6
tt0057565,8
tt0057565,17
tt0057565,24
tt0051808,2
tt0051808,8
tt0051459,8
tt0070510,5
tt0070510,8
tt0112817,2
tt0112817,8
tt0112817,10
tt0112817,26
tt0287467,8
tt0287467,17
tt0287467,20
tt0078754,8
tt0078754,15
tt0078754,16
tt0078841,5
tt0078841,8
tt0118849,8
tt0118849,9
tt0118849,22
tt0130827,6
tt0130827,8
tt0130827,24
tt0074811,8
tt0074811,24
tt0169102,2
tt0169102,8
tt0169102,16
tt0169102,22
tt0061395,8
tt0020629,8
tt0020629,25
tt0107692,3
tt0107692,1
tt0107692,2
tt0107692,10
tt0107692,24
tt0038787,8
tt0038787,11
tt0038787,20
tt0038787,24
tt0065214,1
tt0065214,2
tt0065214,26
tt4302938,3
tt4302938,1
tt4302938,2
tt4302938,9
tt4302938,10
tt3169706,4
tt3169706,5
tt3169706,8
tt3169706,13
tt3169706,20
tt1683526,8
tt0069762,6
tt0069762,8
tt0115751,8
tt0108394,8
tt0108394,15
tt0108394,17
tt0108394,20
tt0033870,11
tt0033870,17
tt0032455,3
tt0032455,9
tt0032455,10
tt0032455,15
tt0367110,8
tt0101765,8
tt0101765,10
tt0101765,15
tt0101765,17
tt0101765,20
tt0055630,1
tt0055630,8
tt0055630,24
tt0052311,6
tt0052311,8
tt0052311,11
tt0052311,24
tt8291224,1
tt8291224,8
tt8291224,25
tt0132477,4
tt0132477,8
tt0132477,9
tt0025316,5
tt0025316,20
tt0307901,8
tt0340377,5
tt0340377,8
tt0046303,8
tt0046303,26
tt0021749,5
tt0021749,8
tt0021749,20
tt5186714,8
tt5186714,24
tt0050986,8
tt0050986,20
tt0243017,3
tt0243017,8
tt0243017,10
tt0318462,2
tt0318462,4
tt0318462,8
tt0248845,5
tt0248845,8
tt0248845,15
tt0248845,16
tt1821549,2
tt1821549,5
tt1821549,8
tt0031971,2
tt0031971,8
tt0031971,26
tt0024216,2
tt0024216,14
tt0024216,21
tt0113670,8
tt0113670,9
tt0113670,10
tt2576852,3
tt2576852,2
tt2576852,8
tt2576852,9
tt2576852,10
tt0044741,8
tt0185125,8
tt0043265,2
tt0043265,8
tt0043265,20
tt0043265,25
tt0059646,8
tt0059646,14
tt0059646,24
tt0084855,8
tt0301357,5
tt0301357,8
tt0301357,20
tt0441909,5
tt0441909,8
tt0058777,8
tt0058777,13
tt0058777,25
tt0347304,5
tt0347304,8
tt0347304,20
tt0066206,4
tt0066206,8
tt0066206,25
tt0038355,6
tt0038355,11
tt0038355,17
tt0038355,24
tt0114787,5
tt0114787,8
tt0114787,25
tt0983213,3
tt0983213,8
tt0983213,9
tt0983213,20
tt0039628,5
tt0039628,8
tt0039628,9
tt0104652,3
tt0104652,2
tt0104652,5
tt0104652,10
tt0104652,20
tt0032551,8
tt0032551,13
tt0084649,3
tt0084649,2
tt0084649,8
tt0084649,9
tt0084649,10
tt0084649,21
tt0084649,24
tt0055031,8
tt0055031,25
tt0049406,6
tt0049406,8
tt0049406,11
tt0049406,24
tt0032599,5
tt0032599,8
tt0032599,20
tt0289992,6
tt0289992,8
tt0289992,24
tt0067140,8
tt0067140,25
tt0067140,26
tt1149362,8
tt1149362,13
tt1149362,17
tt1149362,24
tt0087553,4
tt0087553,8
tt0087553,13
tt0087553,25
tt0169858,3
tt0169858,1
tt0169858,8
tt0169858,10
tt0169858,21
tt0078480,3
tt0078480,2
tt0078480,8
tt0078480,24
tt0111495,8
tt0111495,17
tt0111495,20
tt6304162,8
tt0907657,8
tt0907657,15
tt0907657,20
tt3398268,3
tt3398268,8
tt3398268,9
tt3398268,17
tt0310775,1
tt0310775,8
tt0310775,24
tt0116477,8
tt0045061,5
tt0045061,8
tt0045061,20
tt0032904,5
tt0032904,20
tt0058946,8
tt0058946,25
tt1242422,1
tt1242422,2
tt1242422,6
tt1242422,8
tt1242422,24
tt0870111,4
tt0870111,8
tt0870111,13
tt0101700,5
tt0101700,6
tt2024519,8
tt2024519,15
tt2024519,20
tt0125659,8
tt0125659,17
tt0125659,21
tt0125659,24
tt0423866,6
tt0423866,8
tt0423866,20
tt1063669,8
tt1063669,24
tt0050613,8
tt0050613,13
tt0338564,6
tt0338564,8
tt0338564,17
tt0338564,24
tt0056218,8
tt0056218,24
tt0054997,8
tt0054997,22
tt0083946,2
tt0083946,8
tt0061735,5
tt0061735,8
tt0046438,8
tt0116231,6
tt0116231,8
tt0116231,24
tt0108122,5
tt0108122,8
tt0068182,1
tt0068182,2
tt0068182,4
tt0068182,8
tt0068182,13
tt0038559,8
tt0038559,11
tt0038559,20
tt0038559,24
tt0344510,8
tt0344510,17
tt0344510,20
tt0344510,25
tt0174856,4
tt0174856,8
tt0174856,22
tt0374546,8
tt0374546,20
tt0048281,5
tt0048281,6
tt0419677,6
tt0419677,8
tt0419677,24
tt1235166,6
tt1235166,8
tt1754656,3
tt1754656,2
tt1754656,8
tt1754656,9
tt1754656,10
tt0040725,8
tt0040725,15
tt0040725,20
tt0401383,4
tt0401383,8
tt1590089,8
tt1590089,24
tt0043456,8
tt0043456,21
tt0085334,5
tt0085334,9
tt0010323,10
tt0010323,14
tt0010323,17
tt0010323,24
tt0054167,8
tt0054167,14
tt0054167,24
tt0060665,4
tt0060665,8
tt0060665,13
tt0405508,5
tt0405508,8
tt4080728,5
tt4080728,8
tt4080728,20
tt7838252,1
tt7838252,8
tt2431286,4
tt2431286,5
tt2431286,8
tt0040525,6
tt0040525,8
tt0040525,11
tt0040525,17
tt0040525,24
tt0069947,6
tt0069947,8
tt0069947,24
tt2802154,6
tt2802154,8
tt0082846,8
tt1188996,8
tt0861739,1
tt0861739,6
tt0861739,8
tt0861739,24
tt5571734,8
tt5571734,24
tt0037008,8
tt0037008,11
tt0037008,17
tt1562872,5
tt1562872,8
tt0120731,8
tt0120731,15
tt0120731,20
tt0012349,5
tt0012349,8
tt0012349,9
tt0056111,8
tt0056111,25
tt0046268,2
tt0046268,8
tt0046268,24
tt0040724,1
tt0040724,2
tt0040724,8
tt0040724,20
tt0040724,26
tt3863552,1
tt3863552,5
tt3863552,8
tt0061184,8
tt1827487,6
tt1827487,8
tt0046359,5
tt0046359,8
tt0046359,25
tt0065571,8
tt0036868,8
tt0036868,20
tt0036868,25
tt0071129,5
tt0071129,8
tt0043338,8
tt0043338,11
tt0055824,8
tt0055824,24
tt0110729,6
tt0110729,8
tt0036342,24
tt0091167,5
tt0091167,8
tt0057345,8
tt0057345,20
tt0158983,3
tt0158983,5
tt0158983,10
tt0158983,16
tt0047528,8
tt0062229,6
tt0062229,8
tt0062229,17
tt0062229,24
tt0063227,4
tt0063227,8
tt0063227,13
tt0026138,8
tt0026138,14
tt0026138,21
tt0068361,5
tt0476735,8
tt0476735,9
tt0102536,5
tt0102536,8
tt0293715,5
tt0293715,8
tt0293715,20
tt0101640,8
tt0101640,13
tt0101640,20
tt0059592,6
tt0059592,8
tt0059592,20
tt1639426,8
tt0080979,8
tt0080979,13
tt0080979,25
tt0370986,8
tt0421082,4
tt0421082,8
tt0421082,15
tt0347048,8
tt0347048,20
tt0062467,24
tt0073707,1
tt0073707,2
tt0073707,5
tt0073707,8
tt0073707,16
tt0073707,24
tt0073707,26
tt0117589,5
tt0117589,8
tt0026029,11
tt0026029,17
tt0026029,24
tt0019254,4
tt0019254,8
tt0019254,13
tt0117631,4
tt0117631,8
tt0117631,15
tt0117631,20
tt0369702,4
tt0369702,8
tt0029843,1
tt0029843,2
tt0029843,20
tt0031679,5
tt0031679,8
tt0073341,2
tt0073341,13
tt0073341,25
tt1821480,17
tt1821480,24
tt0017925,1
tt0017925,2
tt0017925,5
tt0017925,8
tt0017925,25
tt0037382,2
tt0037382,5
tt0037382,11
tt0037382,20
tt0037382,24
tt0037382,25
tt0154420,8
tt0072251,1
tt0072251,6
tt0072251,24
tt0111507,5
tt0111507,8
tt0111507,20
tt0063374,5
tt0039689,6
tt0039689,8
tt0039689,11
tt0039689,20
tt0039689,24
tt1280558,6
tt1280558,8
tt1280558,17
tt1280558,24
tt0069281,17
tt0069281,24
tt0374887,5
tt0374887,8
tt0374887,16
tt0110877,4
tt0110877,5
tt0110877,8
tt0110877,20
tt0036613,5
tt0036613,6
tt0036613,24
tt2140203,3
tt2140203,8
tt2140203,9
tt2140203,10
tt0029947,5
tt0029947,9
tt0029947,20
tt0024184,14
tt0024184,21
tt0030341,17
tt0030341,24
tt0069467,8
tt0275277,3
tt0275277,1
tt0275277,6
tt0275277,8
tt0275277,21
tt0275277,24
tt0112870,8
tt0112870,20
tt0242519,1
tt0242519,5
tt0242519,6
tt0242519,8
tt0049366,8
tt0049366,14
tt0049366,21
tt0056732,8
tt0056732,10
tt0058182,5
tt0058182,15
tt0058182,16
tt0051036,8
tt0051036,11
tt0035446,5
tt0035446,25
tt0376968,8
tt0055032,8
tt0055032,20
tt0104684,1
tt0104684,6
tt0104684,24
tt0118843,5
tt0118843,6
tt0118843,20
tt0055018,14
tt0300140,6
tt0300140,8
tt3966404,8
tt0446059,1
tt0446059,4
tt0446059,8
tt0446059,22
tt0808506,3
tt0808506,2
tt0808506,5
tt0808506,8
tt0808506,9
tt0808506,17
tt0808506,20
tt0808506,21
tt0250258,8
tt0250258,24
tt0338309,8
tt0292490,5
tt0292490,8
tt0292490,20
tt2377938,6
tt2377938,8
tt2377938,24
tt0056663,8
tt0119250,6
tt0119250,8
tt0119250,20
tt0119250,24
tt0364517,5
tt0364517,8
tt0364517,20
tt4849438,1
tt4849438,8
tt0023969,5
tt0023969,16
tt0023969,25
tt0090967,5
tt0090967,6
tt0090967,8
tt0808417,3
tt0808417,4
tt0808417,8
tt0808417,9
tt0808417,13
tt0808417,25
tt0097123,5
tt0097123,8
tt0758742,6
tt0758742,8
tt0758742,10
tt0758742,17
tt0758742,24
tt0092593,8
tt0092593,25
tt0384116,2
tt0384116,5
tt0384116,21
tt0025878,5
tt0025878,6
tt0025878,17
tt0046911,6
tt0046911,8
tt0046911,14
tt0046911,17
tt0046911,24
tt0412080,4
tt0412080,8
tt0412080,22
tt0050783,8
tt1032846,8
tt2082197,5
tt2082197,8
tt2082197,20
tt0015864,2
tt0015864,5
tt0015864,8
tt0015864,26
tt3848892,1
tt3848892,24
tt0106364,3
tt0106364,1
tt0106364,6
tt0106364,8
tt0106364,17
tt0106364,21
tt0106364,24
tt0283509,5
tt0283509,8
tt0283509,25
tt0053946,4
tt0053946,8
tt0053946,13
tt3322420,2
tt3322420,5
tt3322420,8
tt2404461,8
tt2404461,17
tt0420332,8
tt0420332,9
tt0420332,16
tt0420332,20
tt0119038,5
tt0015648,8
tt0015648,13
tt0015648,24
tt4434004,1
tt4434004,6
tt4434004,8
tt0018455,8
tt0018455,20
tt0042546,5
tt0042546,8
tt0042546,10
tt0372824,8
tt0372824,15
tt0037558,8
tt0037558,20
tt1069238,8
tt1069238,15
tt0165832,2
tt0165832,5
tt0165832,8
tt0165832,10
tt0037017,8
tt0037017,25
tt1555149,1
tt1555149,6
tt1555149,8
tt1555149,24
tt0375611,8
tt1327035,8
tt1327035,20
tt0053976,8
tt4387040,8
tt4387040,13
tt0097202,1
tt0097202,6
tt0097202,8
tt0097202,24
tt0485601,3
tt0485601,2
tt0485601,9
tt0485601,10
tt0052893,8
tt0052893,20
tt0457655,8
tt0073312,5
tt0073312,25
tt0386064,1
tt0386064,8
tt0386064,25
tt0089853,5
tt0089853,10
tt0089853,20
tt0871510,8
tt0871510,9
tt0871510,22
tt0015324,1
tt0015324,5
tt0015324,20
tt0028950,8
tt0028950,25
tt0247586,6
tt0247586,8
tt0247586,24
tt0298845,8
tt0857191,8
tt0042041,1
tt0042041,6
tt0042041,8
tt0042041,11
tt0286244,3
tt0286244,5
tt0286244,8
tt1340107,8
tt1340107,20
tt0031885,5
tt0031885,8
tt0037884,8
tt0037884,11
tt0140888,8
tt1093370,5
tt1093370,8
tt1093370,20
tt2283748,5
tt2283748,8
tt2283748,10
tt0041546,5
tt0041546,6
tt2991224,8
tt2991224,25
tt0056443,1
tt0056443,5
tt0056443,6
tt0056443,8
tt0056443,24
tt2356180,4
tt2356180,8
tt2356180,22
tt0318411,8
tt0880502,8
tt0033045,5
tt0033045,8
tt0033045,20
tt0388473,3
tt0388473,2
tt0388473,5
tt0388473,8
tt0119472,1
tt0119472,6
tt0119472,5
tt0119472,8
tt2181931,5
tt2181931,8
tt2181931,9
tt0418455,5
tt0418455,6
tt0418455,8
tt1078188,8
tt0086637,5
tt3417422,6
tt3417422,8
tt3417422,24
tt0109117,1
tt0109117,5
tt0109117,9
tt0109117,20
tt0216651,3
tt0216651,1
tt0216651,10
tt0216651,14
tt0216651,21
tt0424205,8
tt0424205,13
tt0424205,15
tt0424205,20
tt0424205,25
tt0456144,5
tt0456144,8
tt0456144,20
tt2317337,5
tt2317337,20
tt0026778,5
tt0026778,15
tt0026778,16
tt0104940,5
tt0104940,8
tt0104940,9
tt0104940,10
tt0104940,16
tt0401085,5
tt0401085,8
tt0270053,5
tt0270053,8
tt1171701,1
tt1171701,8
tt1171701,24
tt1171701,25
tt0066765,5
