mid,pid,jid,credit,role
tt1899353,nm4951751,3,,Tama's Victim #1
tt1899353,nm4950647,3,,Tama's Victim #2
tt1899353,nm4951118,3,,Tama's Victim #3
tt1899353,nm4951892,3,,Tama's Victim #4
tt1899353,nm4951306,3,,Tama's Victim #5 (as Ardi Mg.)
tt1899353,nm4951130,3,,Falling Guard
tt1899353,nm4950851,3,,Spy Hole Man
tt1899353,nm4951483,3,,Apartment Night Guard
tt1899353,nm4950662,3,,Junkie Girl
tt1899353,nm4682366,3,,Junkie Guy #1
tt1899353,nm4951055,3,,Junkie Guy #2
tt1899353,nm4951358,3,,Sleeping Man
tt1899353,nm4950648,3,,Panic Man
tt1899353,nm4951069,3,,Tortured Man
tt0071315,nm0000591,1,,
tt0071315,nm0001801,2,written by,
tt0071315,nm0000591,2,uncredited,
tt0071315,nm0000197,3,,J.J. Gittes
tt0071315,nm0001159,3,,Evelyn Mulwray
tt0071315,nm0001379,3,,Noah Cross
tt0071315,nm0520164,3,,Escobar
tt0071315,nm0384916,3,,Yelburton
tt0071315,nm0959022,3,,Hollis Mulwray
tt0071315,nm0002663,3,,Ida Sessions
tt0071315,nm0421772,3,,Mulvihill
tt0071315,nm0000591,3,,Man with Knife
tt0071315,nm0048147,3,,Loach (as Dick Bakalyan)
tt0071315,nm0544064,3,,Walsh
tt0071315,nm0323098,3,,Duffy
tt0071315,nm0385585,3,,Sophie
tt0071315,nm0642378,3,,Lawyer (as James O'Reare)
tt0071315,nm0393222,3,,Evelyn's Butler
tt0071315,nm0704511,3,,Maid
tt0071315,nm0297732,3,,Gardener
tt0071315,nm0658128,3,,Katherine
tt0071315,nm0731507,3,,Mayor Bagby
tt0071315,nm0932244,3,,Councilman
tt0071315,nm0599774,3,,Councilman
tt0071315,nm0397555,3,,Irate Farmer
tt0071315,nm0433183,3,,Barber
tt0071315,nm0259021,3,,Customer (as Doc Erickson)
tt0071315,nm0123007,3,,Mulwray's Secretary
tt0071315,nm0460464,3,,Mortician
tt0071315,nm0555044,3,,Boy on Horseback (as Claudio Martinez)
tt0071315,nm0730767,3,,Cross' Butler
tt0071315,nm0912629,3,,Clerk
tt0071315,nm0390710,3,,Farmer in the Valley
tt0071315,nm0006956,3,,Farmer in the Valley
tt0071315,nm0121551,3,,Farmer in the Valley (as Jim Burke)
tt0071315,nm0036410,3,,Farmer in the Valley
tt0071315,nm0949350,3,,Curly
tt0071315,nm0362302,3,,Curly's Wife
tt0071315,nm0736964,3,,Mr. Palmer
tt0071315,nm0254199,3,,Emma Dill
tt0071315,nm0420942,3,,Policeman
tt0071315,nm0207616,3,,Policeman (as Lee De Broux)
tt0071315,nm0325392,3,,Policeman
tt0405159,nm0000142,1,,
tt0405159,nm0353673,2,screenplay,
tt0405159,nm0101801,2,stories,
tt0405159,nm0000142,3,,Frankie Dunn
tt0405159,nm0005476,3,,Maggie Fitzgerald
tt0405159,nm0000151,3,,Eddie Scrap-Iron Dupris
tt0405159,nm0059431,3,,Danger Barch
tt0405159,nm1591496,3,,Big Willie Little
tt0405159,nm0726900,3,,Billie 'The Blue Bear'
tt0405159,nm0639928,3,,Father Horvak (as Brían O'Byrne)
tt0405159,nm1107001,3,,Shawrelle Berry
tt0405159,nm0553269,3,,Earline Fitzgerald
tt0405159,nm1641251,3,,Mardell Fitzgerald
tt0405159,nm0671567,3,,Omar
tt0405159,nm0553468,3,,Billie's Manager
tt0405159,nm0534398,3,,Mickey Mack
tt0405159,nm0694656,3,,Counterman at Diner
tt0405159,nm0195311,3,,Cut Man (as Joe d'Angerio)
tt0405159,nm1483939,3,,J.D. Fitzgerald
tt0405159,nm0565735,3,,Lawyer
tt0405159,nm0335389,3,,Nurse
tt0405159,nm0623086,3,,Pakistani
tt0405159,nm1765859,3,,Little Girl in Truck
tt0405159,nm0946002,3,,Paramedic
tt0405159,nm1765805,3,,Ref #1
tt0405159,nm1765824,3,,Ref #2 (as Dr. Louis Moret)
tt0405159,nm0288106,3,,Ref #3
tt0405159,nm1765838,3,,Ref #4
tt0405159,nm1765835,3,,Ref #5
tt0405159,nm0692298,3,,Ref #6
tt0405159,nm1765796,3,,Ref #7
tt0405159,nm0591247,3,,Rehab Doctor
tt0405159,nm0702296,3,,Restaurant Owner (as Miguel Perez)
tt0405159,nm0134463,3,,Ring Doctor #1
tt0405159,nm0343722,3,,Ring Doctor #2
tt0405159,nm0251999,3,,Sally Mendoza
tt0405159,nm0735424,3,,Second at Vegas Fight (as Marco Rodriguez)
tt0405159,nm1765827,3,,Fan in Vegas
tt0405159,nm0266616,3,,Ring Announcer
tt0405159,nm0859718,3,,Radio Commentator
tt0405159,nm0278267,3,,Irish Fan #1
tt0405159,nm0818454,3,,Irish Fan #2
tt0405159,nm0833836,3,,Irish Fan #3
tt0405159,nm0549509,3,,Irish Fan #4
tt0405159,nm0075796,3,,Irish Fan #5
tt0405159,nm0470546,3,,Rehab Nurse
tt0405159,nm1765878,3,,Rehab Nurse #2
tt0405159,nm1765858,3,,Rehab Nurse #3
tt0405159,nm1765793,3,,Rehab Resident
tt0080678,nm0000186,1,,
tt0080678,nm0212246,2,screenplay,
tt0080678,nm0075015,2,screenplay,
tt0080678,nm0000186,2,screenplay,
tt0080678,nm0872375,2,book,
tt0080678,nm0598744,2,"in part on the book ""The Elephant Man: A Study in Human Dignity""",
tt0080678,nm0000164,3,,Frederick Treves
tt0080678,nm0000457,3,,John Merrick
tt0080678,nm0000843,3,,Mrs. Kendal
tt0080678,nm0000024,3,,Carr Gomm
tt0080678,nm0384908,3,,Mothershead
tt0080678,nm0428086,3,,Bytes
tt0080678,nm0255573,3,,Night Porter
tt0080678,nm0330240,3,,Mrs. Treves
tt0080678,nm0752571,3,,Princess Alex
tt0080678,nm0822062,3,,Fox
tt0080678,nm0002077,3,,Bytes' Boy
tt0080678,nm0242459,3,,Nora
tt0080678,nm0629498,3,,Merrick's Mother
tt0080678,nm0331110,3,,Fairground Bobby
tt0080678,nm0202575,3,,Fat Lady
tt0080678,nm0642937,3,,Skeleton Man
tt0080678,nm0806689,3,,Distraught Woman
tt0080678,nm0872370,3,,Alderman
tt0080678,nm0834912,3,,Fire Eater
tt0080678,nm1027232,3,,Hodges
tt0080678,nm0180001,3,,Pierce
tt0080678,nm0124198,3,,Messenger (as Robert Bush)
tt0080678,nm0263189,3,,Cabman
tt0080678,nm0722456,3,,Cook
tt0080678,nm0176810,3,,Nurse Kathleen
tt0080678,nm0518793,3,,Young Porter
tt0080678,nm0193238,3,,Milkman
tt0080678,nm0590325,3,,1st Fighting Woman
tt0080678,nm0447477,3,,2nd Fighting Woman
tt0080678,nm0365512,3,,Tart (as Carole Harrison)
tt0080678,nm0543286,3,,Broadneck
tt0080678,nm0121278,3,,1st Committee Man
tt0080678,nm0136250,3,,Mrs. Kendal's Dresser
tt0080678,nm0792003,3,,Man In Pub (as Morgan Sheppard)
tt0080678,nm0126402,3,,Lady Waddington
tt0080678,nm0143207,3,,Lord Waddington
tt0080678,nm0752379,3,,Man With Whores
tt0080678,nm0177678,3,,1st Whore
tt0080678,nm0704351,3,,2nd Whore
tt0080678,nm0048652,3,,Plumed Dwarf
tt0080678,nm0338961,3,,Giant
tt0080678,nm0694219,3,,Midget
tt0080678,nm0169397,3,,Midget
tt0080678,nm0778584,3,,Siamese Twin (as Lisa Scoble)
tt0080678,nm0778587,3,,Siamese Twin
tt0080678,nm0476424,3,,Japanese Bleeder
tt0080678,nm0206561,3,,Little Jim
tt0080678,nm0388092,3,,Screaming Mum
tt0080678,nm0942886,3,,First Bobby
tt0080678,nm0203458,3,,Second Bobby
tt0080678,nm0710766,3,,King In Panto
tt0080678,nm0818706,3,,Puss In Panto
tt0080678,nm0168513,3,,Princess In Panto
tt0080678,nm0079514,3,,Principal Boy
tt0080678,nm0354094,3,,Tree
tt0080678,nm0604432,3,,Tree
tt0080678,nm0470396,3,,Lion / Coachman
tt0080678,nm0382802,3,,Fairy
tt0080678,nm0024091,3,,Horse
tt0080678,nm0019218,3,,Horse
tt0080678,nm0942707,3,,Horse
tt0080678,nm0446143,3,,Horse
tt0080678,nm0514119,3,,Merrick's Mother
tt0112471,nm0000500,1,,
tt0112471,nm0000500,2,written by,
tt0112471,nm0471811,2,written by,
tt0112471,nm0000160,3,,Jesse
tt0112471,nm0000365,3,,Céline
tt0112471,nm0248600,3,,Wife on Train
tt0112471,nm0702541,3,,Husband on Train
tt0112471,nm0115690,3,,Guy on Bridge
tt0112471,nm0748239,3,,Guy on Bridge
tt0112471,nm0542278,3,,Palm Reader
tt0112471,nm0144635,3,,Street Poet
tt0112471,nm0125379,3,,Bartender
tt0112471,nm0906464,3,,Guitarist in Club
tt0112471,nm0422115,3,,Belly Dancer
tt0112471,nm0475991,3,,Percussionist
tt0112471,nm0918326,3,,Cafe Patron
tt0112471,nm0528951,3,,Cafe Patron
tt0112471,nm0400059,3,,Cafe Patron
tt0112471,nm0718604,3,,Cafe Patron
tt0112471,nm0474696,3,,Cafe Patron
tt0112471,nm0028963,3,,Cafe Patron
tt0112471,nm0777764,3,,Cafe Patron
tt0112471,nm0806189,3,,Cafe Patron
tt0112471,nm0782276,3,,Cafe Patron
tt0112471,nm0774621,3,,Cafe Patron
tt0112471,nm0030186,3,,Cafe Patron
tt0112471,nm0718613,3,,Cafe Patron
tt0112471,nm0458516,3,,Musician on Boat
tt0112471,nm0823101,3,,Musician on Boat
tt0112471,nm0323421,3,,Harpsichord Player
tt1748122,nm0027572,1,,
tt1748122,nm0027572,2,written by,
tt1748122,nm0178910,2,written by,
tt1748122,nm0000246,3,,Captain Sharp
tt1748122,nm0001570,3,,Scout Master Ward
tt1748122,nm0000195,3,,Mr. Bishop
tt1748122,nm0000531,3,,Mrs. Bishop
tt1748122,nm0842770,3,,Social Services
tt1748122,nm4442068,3,,Sam
tt1748122,nm4442319,3,,Suzy
tt1748122,nm0005403,3,,Cousin Ben
tt1748122,nm0000837,3,,The Narrator
tt1748122,nm2348627,3,,Redford
tt1748122,nm4428945,3,,Lazy-Eye
tt1748122,nm4441837,3,,Panagle
tt1748122,nm2608518,3,,Gadge
tt1748122,nm5048308,3,,Deluca (as Rob Campbell)
tt1748122,nm2267596,3,,Izod
tt1748122,nm3513522,3,,Skotak
tt1748122,nm2089090,3,,Roosevelt
tt1748122,nm1924738,3,,Nickleby
tt1748122,nm0683978,3,,Mr. Billingsley
tt1748122,nm3199414,3,,Becky
tt1748122,nm0400223,3,,Jed
tt1748122,nm0026682,3,,Secretary McIntire (as Eric Anderson)
tt1748122,nm3638077,3,,Lionel
tt1748122,nm3819590,3,,Murray
tt1748122,nm4981530,3,,Rudy
tt1748122,nm3095965,3,,Chef
tt1748122,nm5334252,3,,Edgar
tt1748122,nm5332411,3,,Mrs. Billingsley
tt1748122,nm3232795,3,,Noah
tt1748122,nm5085504,3,,Noah's Wife
tt1748122,nm5332475,3,,Ham
tt1748122,nm3086851,3,,Junior Khaki Scout Master
tt1748122,nm0681959,3,,Mrs. Lynn
tt1748122,nm2405500,3,,Sparrow
tt1748122,nm5332936,3,,Owl
tt1748122,nm5332715,3,,Bittern
tt1748122,nm5333481,3,,Curlew
tt1748122,nm5334139,3,,Dove
tt1748122,nm2902428,3,,Morse Code Khaki Scout
tt1748122,nm0000172,3,,Commander Pierce
tt1748122,nm1972201,3,,Bugle Boy Scout
tt1748122,nm5331838,3,,Indian Chief Khaki Scout
tt1748122,nm5066046,3,,Trampoline Khaki Scout
tt1748122,nm5332756,3,,Archery Khaki Scout
tt1748122,nm4024589,3,,B-B-Q Khaki Scout
tt1748122,nm5333084,3,,Fort Lebanon Khaki Scout
tt1748122,nm5332547,3,,Fort Lebanon Khaki Scout
tt1748122,nm2456452,3,,Fort Lebanon Khaki Scout (as Jack TeJean Hartman)
tt1748122,nm5016854,3,,Fort Lebanon Khaki Scout
tt1748122,nm2925487,3,,Fort Lebanon Khaki Scout
tt1748122,nm4441176,3,,Fort Lebanon Khaki Scout
tt1748122,nm0810019,3,,Weather Man (voice)
tt1748122,nm5333217,3,,Acolyte
tt1748122,nm5332980,3,,Acolyte's Assistant
tt1748122,nm5332665,3,,Pigeon Scout
tt0988045,nm0005363,1,,
tt0988045,nm3467335,2,screenplay,
tt0988045,nm0669756,2,screenplay,
tt0988045,nm1334526,2,screenplay,
tt0988045,nm0927880,2,screen story,
tt0988045,nm3467335,2,screen story,
tt0988045,nm0236279,2,"characters: Sherlock Holmes, Dr. Watson",
tt0988045,nm0000375,3,,Sherlock Holmes
tt0988045,nm0000179,3,,Dr. John Watson
tt0988045,nm1046097,3,,Irene Adler
tt0988045,nm0835016,3,,Lord Henry Blackwood
tt0988045,nm0550371,3,,Inspector Lestrade
tt0988045,nm0537631,3,,Dredger
tt0988045,nm0416524,3,,Mrs. Hudson
tt0988045,nm0717709,3,,Mary Morstan
tt0988045,nm0396908,3,,Constable Clark
tt0988045,nm0558548,3,,Lord Coward
tt0988045,nm0289038,3,,Sir Thomas Rotheram
tt0988045,nm0394054,3,,Ambassador Standish
tt0988045,nm0751085,3,,Captain Tanner
tt0988045,nm3727605,3,,Reordan
tt0988045,nm1162877,3,,McMurdo
tt0988045,nm3727612,3,,Maid (as Kylie Hutchinson)
tt0988045,nm0111685,3,,Guard Captain
tt0988045,nm0915020,3,,Carriage Driver
tt0988045,nm1757793,3,,Carriage Driver
tt0988045,nm0008758,3,,Coach Driver
tt0988045,nm3193025,3,,Guard
tt0988045,nm0827044,3,,Captain Philips
tt0988045,nm0850040,3,,Groundskeeper (as Terry Taplin)
tt0988045,nm0302345,3,,Palm Reader
tt0988045,nm1883661,3,,Anonymous Man
tt0988045,nm3041037,3,,Big Man
tt0988045,nm2131630,3,,Young Guard
tt0988045,nm1402510,3,,Waiter
tt0988045,nm3044095,3,,Police Officer
tt0988045,nm1232570,3,,Prison Guard
tt0988045,nm0219329,3,,Man with Roses
tt0988045,nm2686261,3,,Removable Man
tt0988045,nm3571910,3,,Young Woman Sacrifice
tt0988045,nm0338785,3,,Governor
tt0988045,nm3727607,3,,Grave Policeman
tt0988045,nm1408455,3,,Grave Policeman
tt0988045,nm2431116,3,,Grave Policeman
tt0988045,nm0421044,3,,Preacher
tt0988045,nm3727608,3,,Porter / Smith
tt0988045,nm0930714,3,,Golden Dawn Envoy
tt0988045,nm0587215,3,,Thug
tt0021884,nm0001843,1,,
tt0021884,nm0049721,2,based upon the composition by,
tt0021884,nm0791217,2,from the novel by,
tt0021884,nm0916811,2,adapted from the play by,
tt0021884,nm0287124,2,screen play,
tt0021884,nm0267020,2,screen play,
tt0021884,nm0770337,2,scenario editor,
tt0021884,nm0282984,2,contributor to treatment,
tt0021884,nm0751246,2,contributor to screenplay construction,
tt0021884,nm0166972,3,,Henry Frankenstein
tt0021884,nm0164883,3,,Elizabeth
tt0021884,nm0092900,3,,Victor Moritz
tt0021884,nm0000472,3,,The Monster (as Boris Karloff)
tt0021884,nm0888000,3,,Doctor Waldman
tt0021884,nm0449694,3,,Baron Frankenstein
tt0021884,nm0296859,3,,Fritz
tt0021884,nm0069373,3,,The Burgomaster
tt0021884,nm0365048,3,,Little Maria
tt0375679,nm0353673,1,,
tt0375679,nm0353673,2,story,
tt0375679,nm0353673,2,screenplay,
tt0375679,nm0604263,2,screenplay,
tt0375679,nm0037410,3,,Elizabeth
tt0375679,nm0049079,3,,Lucien
tt0375679,nm0000113,3,,Jean
tt0375679,nm0000332,3,,Graham
tt0375679,nm0160988,3,,Ken Ho
tt0375679,nm0181691,3,,Motorcycle Cop (as Sean Cory)
tt0375679,nm0001103,3,,Fred
tt0375679,nm0202966,3,,Lt. Dixon
tt0375679,nm0222643,3,,Shaniqua
tt0375679,nm0000369,3,,Officer Ryan
tt0375679,nm0261170,3,,Ria
tt0375679,nm1096532,3,,Georgie (as Ime N. Etuk)
tt0375679,nm0272961,3,,Officer Gomez (as Eddie Fernandez)
tt0375679,nm0001209,3,,Flanagan
tt0375679,nm0284567,3,,Store Owner
tt0375679,nm0000409,3,,Rick
tt0375679,nm0303009,3,,Officer Hill
tt0375679,nm0307473,3,,Bruce
tt0375679,nm0310850,3,,Karen
tt0375679,nm0351218,3,,Hispanic Passenger (as Octavio Gómez)
tt0375679,nm1833121,3,,Lara's Friend
tt0375679,nm0005024,3,,Cameron
tt0375679,nm0445421,3,,Nurse Hodges
tt0375679,nm0196654,3,,Park
tt0375679,nm0116483,3,,Pop Ryan
tt0375679,nm0524839,3,,Anthony (as Chris 'Ludacris' Bridges)
tt0375679,nm0526182,3,,Security Guard
tt0375679,nm0569079,3,,Gun Store Owner
tt0375679,nm1671570,3,,First Assistant Director
tt0375679,nm0628601,3,,Christine
tt0375679,nm1770192,3,,Conklin
tt0375679,nm0649497,3,,Hispanic Driver
tt0375679,nm0656754,3,,Choi
tt0375679,nm0671567,3,,Daniel
tt0375679,nm0675364,3,,Maria
tt0375679,nm0000202,3,,Officer Hanson (as Ryan Phillipe)
tt0375679,nm0722224,3,,Kim Lee
tt0375679,nm1496319,3,,Lara
tt0375679,nm0769850,3,,Woman at Locksmith's
tt0375679,nm0795093,3,,Officer Stone
tt0375679,nm0000642,3,,Shereen
tt0375679,nm1587232,3,,Dorri
tt0375679,nm0824481,3,,Paramedic
tt0375679,nm1026435,3,,Receptionist
tt0375679,nm0005478,3,,Peter
tt0375679,nm0850234,3,,Country DJ (voice)
tt0375679,nm0865119,3,,Graham's Mother
tt0375679,nm0869467,3,,Farhad
tt0375679,nm0948723,3,,Officer Johnson
tt0450259,nm0001880,1,,
tt0450259,nm0495378,2,screenplay,
tt0450259,nm0495378,2,story,
tt0450259,nm2057149,2,story,
tt0450259,nm0000138,3,,Danny Archer
tt0450259,nm0005023,3,,Solomon Vandy
tt0450259,nm0000124,3,,Maddy Bowen
tt0450259,nm2218894,3,,Dia Vandy
tt0450259,nm0903677,3,,Colonel Coetzee
tt0450259,nm1123737,3,,Cordell Brown
tt0450259,nm2335116,3,,Jassie Vandy
tt0450259,nm2467417,3,,N'Yanda Vandy
tt0450259,nm0362873,3,,Captain Poison
tt0450259,nm0908534,3,,Benjamin Kapanay
tt0450259,nm0592993,3,,Nabil
tt0450259,nm0790688,3,,Rupert Simmons
tt0450259,nm0923366,3,,Rudolf Van De Kaap
tt0450259,nm0004834,3,,Ambassador Walker
tt0450259,nm0616543,3,,M'Ed (as Ntare Mwine)
tt0450259,nm2467407,3,,Tupac T-Shirt
tt0450259,nm1017951,3,,Commander Rambo
tt0450259,nm0559338,3,,Commander Zero
tt0450259,nm0638450,3,,Digger 1
tt0450259,nm0450961,3,,Troop Leader
tt0450259,nm0714919,3,,British DFID Minister
tt0450259,nm0065488,3,,German Minister
tt0450259,nm0648473,3,,Peacekeeper
tt0450259,nm2467398,3,,Red Cross Worker
tt0450259,nm1566164,3,,Mende UN Worker
tt0450259,nm0841652,3,,UNCHR Official
tt0450259,nm2467397,3,,R.U.F. Soldier #1
tt0450259,nm0530771,3,,R.U.F. Trainer
tt0450259,nm2467403,3,,Guinean Guard (as Martin Abdul Jabbar)
tt0450259,nm3365956,3,,French Journalist
tt0450259,nm0573294,3,,Aussie Journalist
tt0450259,nm1605085,3,,Cockney Journalist
tt0450259,nm0682211,3,,SA Cameraman
tt0450259,nm1794907,3,,Kamajoor Headman
tt0450259,nm2467405,3,,Kamajoor
tt0450259,nm2467410,3,,Child Soldier 1
tt0450259,nm2467401,3,,Child Soldier 2
tt0450259,nm2467399,3,,Child Soldier 3 (Indoc)
tt0450259,nm2467409,3,,Child Soldier 4 (Indoc)
tt0450259,nm2467408,3,,Child Soldier 5 (Indoc)
tt0450259,nm2467396,3,,Child Soldier 6 (Indoc)
tt0450259,nm1951216,3,,SA Page
tt0450259,nm0637681,3,,Old Mende Man
tt0450259,nm1796759,3,,Rebel 1
tt0450259,nm2269623,3,,Rebel 2 (as Nat Ramabulana)
tt0450259,nm1970636,3,,Rebel 3
tt0450259,nm2467412,3,,Rebel 4
tt0450259,nm2467400,3,,Mother at the Bridge
tt0450259,nm0363424,3,,News Reporter
tt0450259,nm0391600,3,,News Reporter
tt0450259,nm2467404,3,,Prostitute 1 (as Kedibone Tholo)
tt0450259,nm2467414,3,,Prostitute 2
tt0104691,nm0000520,1,,
tt0104691,nm0178126,2,novel,
tt0104691,nm0049721,2,adaptation,
tt0104691,nm0673585,2,adaptation,
tt0104691,nm0601086,2,adaptation,
tt0104691,nm0242897,2,1936 screenplay,
tt0104691,nm0000520,2,screenplay,
tt0104691,nm0189610,2,screenplay,
tt0104691,nm0000358,3,,Hawkeye (Nathaniel Poe)
tt0104691,nm0000656,3,,Cora Munro
tt0104691,nm0575184,3,,Chingachgook
tt0104691,nm0777760,3,,Uncas
tt0104691,nm0562003,3,,Alice Munro
tt0104691,nm0905357,3,,Maj. Duncan Heyward
tt0104691,nm0836071,3,,Magua
tt0104691,nm0747687,3,,Col. Edmund Munro
tt0104691,nm0161717,3,,Gen Montcalm
tt0104691,nm0087801,3,,Jack Winthrop
tt0104691,nm0455767,3,,John Cameron
tt0104691,nm0255130,3,,Alexandra Cameron
tt0104691,nm0723481,3,,James Cameron
tt0104691,nm0052139,3,,Ongewasgone
tt0104691,nm0000592,3,,Capt. Beams
tt0104691,nm0000538,3,,Maj. Ambrose
tt0104691,nm0028753,3,,Gen. Webb
tt0104691,nm0832695,3,,Phelps
tt0104691,nm0774516,3,,Sergeant Major
tt0104691,nm0761869,3,,Coureur De Bois
tt0104691,nm0680648,3,,Sachem
tt0104691,nm1530845,3,,Colonial Man
tt0104691,nm0048414,3,,Capt. De Bougainville
tt0104691,nm0394434,3,,Ian
tt0104691,nm0953340,3,,Abenaki Chief
tt0104691,nm0575185,3,,Abenaki Warrior
tt0104691,nm0102488,3,,French Artillery Officer
tt0104691,nm0280353,3,,Webb's Adjutant
tt0104691,nm0431438,3,,Henri
tt0104691,nm0444182,3,,Colonial Representative
tt0104691,nm0863336,3,,Colonial #1
tt0104691,nm0191972,3,,Colonial #2
tt0104691,nm0268507,3,,Guard
tt0104691,nm0297544,3,,French Sappeur
tt0104691,nm0309454,3,,Soldier #1
tt0104691,nm0403437,3,,Soldier #2
tt0104691,nm0364813,3,,British Lieutenant
tt0104691,nm0281216,3,,Sentry (as Michael McConnell)
tt0104691,nm0569711,3,,Rich Merchant
tt0104691,nm0660475,3,,Huron Woman
tt0104691,nm0544753,3,,Sharitarish
tt0104691,nm0372722,3,,Regimental Sergeant Major
tt0104691,nm0003067,3,,Martin
tt0104691,nm0278200,3,,Redcoat #2
tt0104691,nm0056069,3,,Humming Woman
tt0964517,nm0751102,1,,
tt0964517,nm0798788,2,screenplay,
tt0964517,nm0848496,2,screenplay,
tt0964517,nm2053216,2,screenplay,
tt0964517,nm0848496,2,story,
tt0964517,nm2053216,2,story,
tt0964517,nm2565612,2,story,
tt0964517,nm0000242,3,,Micky Ward
tt0964517,nm0000288,3,,Dicky Eklund
tt0964517,nm0010736,3,,Charlene Fleming
tt0964517,nm0502425,3,,Alice Ward
tt0964517,nm3923953,3,,Mickey O'Keefe
tt0964517,nm0569079,3,,George Ward
tt0964517,nm3578998,3,,'Little Alice' Eklund
tt0964517,nm0049099,3,,Cathy 'Pork' Eklund
tt0964517,nm3599667,3,,Cindy 'Tar' Eklund
tt0964517,nm2796810,3,,Donna Eklund Jaynes
tt0964517,nm0852256,3,,Gail 'Red Dog' Eklund
tt0964517,nm4136034,3,,Phyllis 'Beaver' Eklund (as Kate O'Brien)
tt0964517,nm0483520,3,,Sherri Ward
tt0964517,nm0719982,3,,Sal Lanano
tt0964517,nm4209848,3,,Gary 'Boo Boo' Giuffrida
tt0964517,nm3589472,3,,Kasie Ward
tt0964517,nm3617800,3,,Karen
tt0964517,nm0033827,3,,Lou Gold
tt0964517,nm0081009,3,,Mike Toma
tt0964517,nm2796754,3,,Wolfie
tt0964517,nm4201218,3,,Gilberto Brown aka Jose (as Jose Antonio Rivera)
tt0964517,nm2094762,3,,HBO Cameraman #1
tt0964517,nm1706772,3,,HBO Cameraman #2
tt0964517,nm3519113,3,,HBO Producer (as Steven Barkheimer)
tt0964517,nm4201147,3,,Art Ramalho
tt0964517,nm0005145,3,,Sugar Ray Leonard
tt0964517,nm3850986,3,,Little Dicky
tt0964517,nm0284315,3,,Laurie Carroll
tt0964517,nm1463169,3,,Jimmy (Laurie's Husband) (as Sean Doherty)
tt0964517,nm0182615,3,,Becky
tt0964517,nm1821651,3,,Businessman
tt0964517,nm4200555,3,,Ray Ramalho
tt0964517,nm4200972,3,,Pran
tt0964517,nm4201344,3,,Carlos Garcia
tt0964517,nm1422549,3,,Bald Businessman
tt0964517,nm4200279,3,,Man in Diner
tt0964517,nm4201154,3,,Chan
tt0964517,nm1997163,3,,Brian
tt0964517,nm3295106,3,,Court Clerk
tt0964517,nm0216038,3,,WBU Commissioner
tt0964517,nm2871061,3,,Reporter #1
tt0964517,nm0140166,3,,Reporter #2
tt0964517,nm3638007,3,,John Hyland (as Colin Hammell)
tt0964517,nm1137707,3,,Referee Micky Vann
tt0964517,nm4200753,3,,Referee Joe Cortez
tt0964517,nm4027415,3,,Referee Mitch Halpern (as Joseph Lupino)
tt0964517,nm0007491,3,,Crackhead Bonnie
tt0964517,nm0238069,3,,Court Officer
tt0964517,nm4205379,3,,Photo Guy On Street
tt0964517,nm4201106,3,,Man on Street #1
tt0964517,nm2690217,3,,Man on Street #2 (as Richard A. Eklund)
tt0964517,nm4201876,3,,Man on Street #3
tt0964517,nm5352674,3,,Man on Street #4
tt0964517,nm4201608,3,,Man on Street #5
tt0964517,nm4200167,3,,Man on Street #6
tt0964517,nm4201129,3,,Trainer
tt0964517,nm3796456,3,,Inmate
tt0964517,nm1476544,3,,Movie Patron
tt0964517,nm4201389,3,,Uncle Jerry
tt0964517,nm0751330,3,,Running Kid #1
tt0964517,nm4200656,3,,Running Kid #2
tt0964517,nm4200468,3,,Woman on Street #1
tt0964517,nm4200157,3,,Woman on Street #2
tt0964517,nm4201490,3,,Woman on Street #3
tt0964517,nm2874957,3,,Micky's Cutman (as Philip D. Herbert)
tt0964517,nm4200523,3,,Sanchez Trainer
tt0964517,nm4200402,3,,Neary Trainer
tt0964517,nm4201978,3,,Sugar Ray Leonard Bodyguard
tt0964517,nm2763771,3,,Fight Spectator #1 (as Jerrell Lee)
tt0964517,nm2706072,3,,Fight Spectator #2 (as Hugh K. Long)
tt0964517,nm4200823,3,,Fan
tt0964517,nm0918435,3,,Micky's Friend
tt0964517,nm0165825,3,,Cop
tt0964517,nm1190376,3,,Neary
tt0964517,nm0192423,3,,Mike 'Machine Gun' Mungin
tt0964517,nm1885346,3,,Alfonso Sanchez
tt0964517,nm2142910,3,,Castillo
tt0964517,nm0159737,3,,Drunk Guy
tt0964517,nm2843184,3,,Drunk Girl
tt0964517,nm0119354,3,,Fight Announcer
tt0964517,nm0580341,3,,Fight Announcer
tt0964517,nm0483915,3,,Fight Announcer
tt0964517,nm0961765,3,,Fight Announcer (as Emmanuel Steward)
tt0964517,nm1035578,3,,Fight Announcer
tt0964517,nm0286040,3,,Fight Announcer
tt0964517,nm0242988,3,,Fight Announcer
tt0258463,nm0510731,1,,
tt0258463,nm0006904,2,screenplay,
tt0258463,nm0380819,2,screenplay,
tt0258463,nm0524924,2,novel,
tt0258463,nm0000354,3,,Bourne
tt0258463,nm0004376,3,,Marie
tt0258463,nm0177933,3,,Conklin
tt0258463,nm0654110,3,,The Professor
tt0258463,nm0004051,3,,Ward Abbott
tt0258463,nm0015382,3,,Wombosi
tt0258463,nm0542759,3,,Zorn
tt0258463,nm0324658,3,,Research Tech
tt0258463,nm0357979,3,,Research Tech
tt0258463,nm0005466,3,,Nicolette
tt0258463,nm0346315,3,,Giancarlo (as Orso Maria-Guerrini)
